utcdate,area,groupId,trackableId,usageMinutes,sets,repetitions
2023-10-01T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_1,127,96,977
2023-10-01T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_2,209,184,1070
2023-10-01T00:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,220,173,3128
2023-10-01T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,100,106,299
2023-10-01T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,110,105,555
2023-10-01T00:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,230,203,1179
2023-10-01T00:00:00.000Z,Hietaniemi,OG70,OG70_Hietaniemi_1,150,108,2672
2023-10-01T00:00:00.000Z,Hietaniemi,OG72,OG72_Hietaniemi_1,102,92,994
2023-10-01T00:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,48,41,505
2023-10-01T00:00:00.000Z,Hietaniemi,OG82,og82_Hietaniemi,101,93,870
2023-10-01T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,177,147,838
2023-10-01T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-10-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,193,152,2287
2023-10-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,202,164,2961
2023-10-01T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,251,252,1178
2023-10-01T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,226,202,1162
2023-10-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,178,167,921
2023-10-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,0,0,0
2023-10-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,147,137,1145
2023-10-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,137,136,513
2023-10-01T00:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,203,183,883
2023-10-01T00:00:00.000Z,Pirkkola,OG14,CL14_Pirkkola,71,64,671
2023-10-01T00:00:00.000Z,Pirkkola,OG22,OG22_Pirkkola,238,198,2922
2023-10-01T00:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,264,229,3478
2023-10-01T00:00:00.000Z,Pirkkola,OG24,OG24_Pirkkola,319,242,4329
2023-10-01T00:00:00.000Z,Pirkkola,OG26,OG26_Pirkkola,16,19,28
2023-10-01T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,347,355,1372
2023-10-01T00:00:00.000Z,Pirkkola,OG31,CL31_Pirkkola,0,0,0
2023-10-01T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,260,221,1182
2023-10-01T00:00:00.000Z,Pirkkola,OG72,OG72_Pirkkola,226,200,1839
2023-10-01T00:00:00.000Z,Pirkkola,OG82,OG82_Pirkkola,206,158,2442
2023-10-01T00:00:00.000Z,Pirkkola,OG85,OG85_Pirkkola,155,123,1175
2023-10-01T00:00:00.000Z,Pirkkola,OG92,OG92_Pirkkola,264,195,4637
2023-10-01T00:00:00.000Z,Pirkkola,OGFA24,OGFA24_Pirkkola,30,24,204
2023-10-01T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,19,12,107
2023-10-02T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_1,152,123,944
2023-10-02T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_2,281,285,1290
2023-10-02T00:00:00.000Z,Hietaniemi,OG23,OG23_Hietaniemi_1,49,35,742
2023-10-02T00:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,294,217,4281
2023-10-02T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,197,202,828
2023-10-02T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,116,121,462
2023-10-02T00:00:00.000Z,Hietaniemi,OG31,OG31_Hietaniemi_1,20,22,57
2023-10-02T00:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,234,202,1252
2023-10-02T00:00:00.000Z,Hietaniemi,OG70,OG70_Hietaniemi_1,220,164,3951
2023-10-02T00:00:00.000Z,Hietaniemi,OG72,OG72_Hietaniemi_1,180,153,1550
2023-10-02T00:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,168,136,1735
2023-10-02T00:00:00.000Z,Hietaniemi,OG82,og82_Hietaniemi,129,111,1032
2023-10-02T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,209,170,1333
2023-10-02T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-10-02T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,174,132,2274
