utcdate,area,groupId,trackableId,usageMinutes,sets,repetitions
2024-01-01T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_1,74,73,267
2024-01-01T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_2,140,129,425
2024-01-01T00:00:00.000Z,Hietaniemi,OG23,OG23_Hietaniemi_1,106,88,1198
2024-01-01T00:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,89,76,1057
2024-01-01T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,118,120,325
2024-01-01T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,97,97,314
2024-01-01T00:00:00.000Z,Hietaniemi,OG31,OG31_Hietaniemi_1,84,87,183
2024-01-01T00:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,84,78,341
2024-01-01T00:00:00.000Z,Hietaniemi,OG70,OG70_Hietaniemi_1,53,44,455
2024-01-01T00:00:00.000Z,Hietaniemi,OG72,OG72_Hietaniemi_1,44,42,290
2024-01-01T00:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,9,14,85
2024-01-01T00:00:00.000Z,Hietaniemi,OG82,og82_Hietaniemi,37,34,249
2024-01-01T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,43,34,87
2024-01-01T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,39,35,45
2024-01-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,37,30,326
2024-01-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,46,37,407
2024-01-01T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,57,53,176
2024-01-01T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,78,78,169
2024-01-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,29,25,119
2024-01-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,24,27,43
2024-01-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,194,171,1297
2024-01-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,139,130,572
2024-01-01T00:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,67,65,286
2024-01-01T00:00:00.000Z,Pirkkola,OG14,CL14_Pirkkola,61,50,566
2024-01-01T00:00:00.000Z,Pirkkola,OG22,OG22_Pirkkola,31,31,491
2024-01-01T00:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,187,160,3086
2024-01-01T00:00:00.000Z,Pirkkola,OG24,OG24_Pirkkola,119,94,1850
2024-01-01T00:00:00.000Z,Pirkkola,OG26,OG26_Pirkkola,35,28,541
2024-01-01T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,240,244,1238
2024-01-01T00:00:00.000Z,Pirkkola,OG31,OG31_Pirkkola,117,122,610
2024-01-01T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,92,87,431
2024-01-01T00:00:00.000Z,Pirkkola,OG72,OG72_Pirkkola,84,71,939
2024-01-01T00:00:00.000Z,Pirkkola,OG82,OG82_Pirkkola,66,62,727
2024-01-01T00:00:00.000Z,Pirkkola,OG85,OG85_Pirkkola,14,16,66
2024-01-01T00:00:00.000Z,Pirkkola,OG92,OG92_Pirkkola,73,65,1172
2024-01-01T00:00:00.000Z,Pirkkola,OGFA24,OGFA24_Pirkkola,10,10,77
2024-01-01T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_2_Pirkkola,9,3,48
2024-01-01T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,15,17,111
2024-01-02T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_1,79,77,246
2024-01-02T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_2,115,108,266
2024-01-02T00:00:00.000Z,Hietaniemi,OG23,OG23_Hietaniemi_1,88,75,980
2024-01-02T00:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,83,67,936
2024-01-02T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,84,99,163
2024-01-02T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,128,135,330
2024-01-02T00:00:00.000Z,Hietaniemi,OG31,OG31_Hietaniemi_1,68,78,154
2024-01-02T00:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,72,71,210
2024-01-02T00:00:00.000Z,Hietaniemi,OG70,OG70_Hietaniemi_1,40,35,245
2024-01-02T00:00:00.000Z,Hietaniemi,OG72,OG72_Hietaniemi_1,45,43,283
2024-01-02T00:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,5,5,36
2024-01-02T00:00:00.000Z,Hietaniemi,OG82,og82_Hietaniemi,30,32,158
2024-01-02T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,70,75,142
2024-01-02T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,71,77,74
2024-01-02T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,72,71,582
2024-01-02T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,64,68,407
2024-01-02T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,69,71,244
2024-01-02T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,112,132,244
2024-01-02T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,30,36,40
2024-01-02T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,39,55,51
2024-01-02T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,245,267,912
2024-01-02T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,256,266,915
2024-01-02T00:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,98,98,374
2024-01-02T00:00:00.000Z,Pirkkola,OG14,CL14_Pirkkola,79,77,575
2024-01-02T00:00:00.000Z,Pirkkola,OG22,OG22_Pirkkola,55,59,451
2024-01-02T00:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,234,226,2640
2024-01-02T00:00:00.000Z,Pirkkola,OG24,OG24_Pirkkola,184,159,2100
2024-01-02T00:00:00.000Z,Pirkkola,OG26,OG26_Pirkkola,52,46,550
2024-01-02T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,288,335,1014
2024-01-02T00:00:00.000Z,Pirkkola,OG31,OG31_Pirkkola,156,180,467
2024-01-02T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,147,147,574
2024-01-02T00:00:00.000Z,Pirkkola,OG72,OG72_Pirkkola,114,107,777
2024-01-02T00:00:00.000Z,Pirkkola,OG82,OG82_Pirkkola,102,88,869
