utctimestamp,area,groupId,trackableId,usageMinutes,sets,repetitions
2023-05-01T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-05-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,1,1,0
2023-05-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,3,4,10
2023-05-01T00:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,0,0,0
2023-05-01T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,0,0,0
2023-05-01T00:00:00.000Z,Pirkkola,OG72,OG72_Pirkkola,1,1,0
2023-05-01T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,1,1,1
2023-05-01T02:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-05-01T02:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,5,5,24
2023-05-01T02:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,0,0,0
2023-05-01T02:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,5,6,45
2023-05-01T02:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,10,9,40
2023-05-01T02:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,0,0,0
2023-05-01T03:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,4,4,41
2023-05-01T03:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-05-01T03:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,5,4,9
2023-05-01T03:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,0,0,0
2023-05-01T03:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,0,0,0
2023-05-01T04:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,1,1,5
2023-05-01T04:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,2,1,10
2023-05-01T04:00:00.000Z,Hietaniemi,OG72,OG72_Hietaniemi_1,3,2,34
2023-05-01T04:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,3,2,21
2023-05-01T04:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-05-01T04:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,13,9,200
2023-05-01T04:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,10,8,13
2023-05-01T04:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,9,7,19
2023-05-01T04:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,9,8,32
2023-05-01T04:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,6,3,34
2023-05-01T04:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,0,0,0
2023-05-01T04:00:00.000Z,Pirkkola,OG14,CL14_Pirkkola,5,3,26
2023-05-01T04:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,3,3,19
2023-05-01T04:00:00.000Z,Pirkkola,OG24,CL24_Pirkkola,7,4,35
2023-05-01T04:00:00.000Z,Pirkkola,OG26,OG26_Pirkkola,3,3,30
2023-05-01T04:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,11,8,28
2023-05-01T04:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,0,0,0
2023-05-01T04:00:00.000Z,Pirkkola,OG72,OG72_Pirkkola,3,3,10
2023-05-01T04:00:00.000Z,Pirkkola,OG82,OG82_Pirkkola,2,2,9
2023-05-01T05:00:00.000Z,Hietaniemi,OG23,OG23_Hietaniemi_1,7,4,97
2023-05-01T05:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,7,4,88
2023-05-01T05:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,4,4,11
2023-05-01T05:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,1,1,0
2023-05-01T05:00:00.000Z,Hietaniemi,OG31,OG31_Hietaniemi_1,6,6,13
2023-05-01T05:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,4,4,24
2023-05-01T05:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,1,1,11
2023-05-01T05:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,3,3,10
2023-05-01T05:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-05-01T05:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,1,1,0
2023-05-01T05:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,0,0,0
2023-05-01T05:00:00.000Z,Pirkkola,OG14,CL14_Pirkkola,4,3,28
2023-05-01T05:00:00.000Z,Pirkkola,OG15,OG15_Pirkkola,9,8,77
2023-05-01T05:00:00.000Z,Pirkkola,OG22,OG22_Pirkkola,4,4,33
2023-05-01T05:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,5,4,87
2023-05-01T05:00:00.000Z,Pirkkola,OG24,CL24_Pirkkola,10,9,63
2023-05-01T05:00:00.000Z,Pirkkola,OG26,OG26_Pirkkola,8,7,92
