"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lumensyvyys maksimi [cm]","Sademäärä maksimi [mm]","Ilman lämpötila maksimi [°C]"
"Helsinki Kumpula","2021","10","1","00:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","1","01:00","-1","0","9.1"
"Helsinki Kumpula","2021","10","1","02:00","-1","0","9"
"Helsinki Kumpula","2021","10","1","03:00","-1","0","8.9"
"Helsinki Kumpula","2021","10","1","04:00","-1","0.05","8.9"
"Helsinki Kumpula","2021","10","1","05:00","-1","0.18","8.3"
"Helsinki Kumpula","2021","10","1","06:00","-1","0.15","8.4"
"Helsinki Kumpula","2021","10","1","07:00","-1","0.1","8.6"
"Helsinki Kumpula","2021","10","1","08:00","-1","0.05","9"
"Helsinki Kumpula","2021","10","1","09:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","1","10:00","-1","0","9.9"
"Helsinki Kumpula","2021","10","1","11:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","1","12:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","1","13:00","-1","0","10.8"
"Helsinki Kumpula","2021","10","1","14:00","-1","0","10.6"
"Helsinki Kumpula","2021","10","1","15:00","-1","0","10.3"
"Helsinki Kumpula","2021","10","1","16:00","-1","0","10.4"
"Helsinki Kumpula","2021","10","1","17:00","-1","0","10.4"
"Helsinki Kumpula","2021","10","1","18:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","1","19:00","-1","0","10.4"
"Helsinki Kumpula","2021","10","1","20:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","1","21:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","1","22:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","1","23:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","2","00:00","-1","0","10"
"Helsinki Kumpula","2021","10","2","01:00","-1","0","9.8"
"Helsinki Kumpula","2021","10","2","02:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","2","03:00","-1","0","10.1"
"Helsinki Kumpula","2021","10","2","04:00","-1","0","10"
"Helsinki Kumpula","2021","10","2","05:00","-1","0","9.8"
"Helsinki Kumpula","2021","10","2","06:00","-1","0","9.6"
"Helsinki Kumpula","2021","10","2","07:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","2","08:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","2","09:00","-1","0","11.7"
"Helsinki Kumpula","2021","10","2","10:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","2","11:00","-1","0","12"
"Helsinki Kumpula","2021","10","2","12:00","-1","0","11.8"
"Helsinki Kumpula","2021","10","2","13:00","-1","0","12.7"
"Helsinki Kumpula","2021","10","2","14:00","-1","0","12.8"
"Helsinki Kumpula","2021","10","2","15:00","-1","0","12.3"
"Helsinki Kumpula","2021","10","2","16:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","2","17:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","2","18:00","-1","0","11.9"
"Helsinki Kumpula","2021","10","2","19:00","-1","0","11.7"
"Helsinki Kumpula","2021","10","2","20:00","-1","0","11.3"
"Helsinki Kumpula","2021","10","2","21:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","2","22:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","2","23:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","3","00:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","3","01:00","-1","0","9.8"
"Helsinki Kumpula","2021","10","3","02:00","-1","0","9.8"
"Helsinki Kumpula","2021","10","3","03:00","-1","0","9.7"
"Helsinki Kumpula","2021","10","3","04:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","3","05:00","-1","0","9"
"Helsinki Kumpula","2021","10","3","06:00","-1","0","9.7"
"Helsinki Kumpula","2021","10","3","07:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","3","08:00","-1","0","11.3"
"Helsinki Kumpula","2021","10","3","09:00","-1","0","11.7"
"Helsinki Kumpula","2021","10","3","10:00","-1","0","12"
"Helsinki Kumpula","2021","10","3","11:00","-1","0","12.1"
"Helsinki Kumpula","2021","10","3","12:00","-1","0","13"
"Helsinki Kumpula","2021","10","3","13:00","-1","0","13.1"
"Helsinki Kumpula","2021","10","3","14:00","-1","0","13.1"
"Helsinki Kumpula","2021","10","3","15:00","-1","0","12.8"
"Helsinki Kumpula","2021","10","3","16:00","-1","0","12.5"
"Helsinki Kumpula","2021","10","3","17:00","-1","0","12.3"
"Helsinki Kumpula","2021","10","3","18:00","-1","0","11.9"
"Helsinki Kumpula","2021","10","3","19:00","-1","0","11.4"
"Helsinki Kumpula","2021","10","3","20:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","3","21:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","3","22:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","3","23:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","4","00:00","-1","0","10.1"
"Helsinki Kumpula","2021","10","4","01:00","-1","0","10"
"Helsinki Kumpula","2021","10","4","02:00","-1","0","9.7"
"Helsinki Kumpula","2021","10","4","03:00","-1","0","9.5"
"Helsinki Kumpula","2021","10","4","04:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","4","05:00","-1","0","9.1"
"Helsinki Kumpula","2021","10","4","06:00","-1","0","9.6"
"Helsinki Kumpula","2021","10","4","07:00","-1","0","10.3"
"Helsinki Kumpula","2021","10","4","08:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","4","09:00","-1","0","11.9"
"Helsinki Kumpula","2021","10","4","10:00","-1","0","12.5"
"Helsinki Kumpula","2021","10","4","11:00","-1","0","12.9"
"Helsinki Kumpula","2021","10","4","12:00","-1","0","14.3"
"Helsinki Kumpula","2021","10","4","13:00","-1","0","14.3"
"Helsinki Kumpula","2021","10","4","14:00","-1","0","14"
"Helsinki Kumpula","2021","10","4","15:00","-1","0","14.1"
"Helsinki Kumpula","2021","10","4","16:00","-1","0","13.9"
"Helsinki Kumpula","2021","10","4","17:00","-1","0","13.7"
"Helsinki Kumpula","2021","10","4","18:00","-1","0","12.9"
"Helsinki Kumpula","2021","10","4","19:00","-1","0","12.6"
"Helsinki Kumpula","2021","10","4","20:00","-1","0","12.7"
"Helsinki Kumpula","2021","10","4","21:00","-1","0","12.6"
"Helsinki Kumpula","2021","10","4","22:00","-1","0","12.4"
"Helsinki Kumpula","2021","10","4","23:00","-1","0","12.3"
"Helsinki Kumpula","2021","10","5","00:00","-1","0","12.1"
"Helsinki Kumpula","2021","10","5","01:00","-1","0","11.8"
"Helsinki Kumpula","2021","10","5","02:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","5","03:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","5","04:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","5","05:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","5","06:00","-1","0","11.4"
"Helsinki Kumpula","2021","10","5","07:00","-1","0","11.3"
"Helsinki Kumpula","2021","10","5","08:00","-1","0.25","11.1"
"Helsinki Kumpula","2021","10","5","09:00","-1","0.17","10.4"
"Helsinki Kumpula","2021","10","5","10:00","-1","0.32","10.1"
"Helsinki Kumpula","2021","10","5","11:00","-1","0.35","10"
"Helsinki Kumpula","2021","10","5","12:00","-1","0.23","9.9"
"Helsinki Kumpula","2021","10","5","13:00","-1","0.07","9.8"
"Helsinki Kumpula","2021","10","5","14:00","-1","0.05","9.9"
"Helsinki Kumpula","2021","10","5","15:00","-1","0.18","9.9"
"Helsinki Kumpula","2021","10","5","16:00","-1","0.1","9.8"
"Helsinki Kumpula","2021","10","5","17:00","-1","0.05","10.3"
"Helsinki Kumpula","2021","10","5","18:00","-1","0.05","10.4"
"Helsinki Kumpula","2021","10","5","19:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","5","20:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","5","21:00","-1","0","11"
"Helsinki Kumpula","2021","10","5","22:00","-1","0","11"
"Helsinki Kumpula","2021","10","5","23:00","-1","0","10.8"
"Helsinki Kumpula","2021","10","6","00:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","6","01:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","6","02:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","6","03:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","6","04:00","-1","0","10.6"
"Helsinki Kumpula","2021","10","6","05:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","6","06:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","6","07:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","6","08:00","-1","0","12.2"
"Helsinki Kumpula","2021","10","6","09:00","-1","0","12.5"
"Helsinki Kumpula","2021","10","6","10:00","-1","0","13"
"Helsinki Kumpula","2021","10","6","11:00","-1","0","13.1"
"Helsinki Kumpula","2021","10","6","12:00","-1","0","13"
"Helsinki Kumpula","2021","10","6","13:00","-1","0","13.5"
"Helsinki Kumpula","2021","10","6","14:00","-1","0","13.6"
"Helsinki Kumpula","2021","10","6","15:00","-1","0","13.3"
"Helsinki Kumpula","2021","10","6","16:00","-1","0","13.1"
"Helsinki Kumpula","2021","10","6","17:00","-1","0","13.8"
"Helsinki Kumpula","2021","10","6","18:00","-1","0","13.2"
"Helsinki Kumpula","2021","10","6","19:00","-1","0","13.1"
"Helsinki Kumpula","2021","10","6","20:00","-1","0","12.8"
"Helsinki Kumpula","2021","10","6","21:00","-1","0","13.1"
"Helsinki Kumpula","2021","10","6","22:00","-1","0","12.8"
"Helsinki Kumpula","2021","10","6","23:00","-1","0","12.9"
"Helsinki Kumpula","2021","10","7","00:00","-1","0","12.5"
"Helsinki Kumpula","2021","10","7","01:00","-1","0","12.4"
"Helsinki Kumpula","2021","10","7","02:00","-1","0","12"
"Helsinki Kumpula","2021","10","7","03:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","7","04:00","-1","0","11"
"Helsinki Kumpula","2021","10","7","05:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","7","06:00","-1","0","10.4"
"Helsinki Kumpula","2021","10","7","07:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","7","08:00","-1","0","11.9"
"Helsinki Kumpula","2021","10","7","09:00","-1","0","12.2"
"Helsinki Kumpula","2021","10","7","10:00","-1","0","11.9"
"Helsinki Kumpula","2021","10","7","11:00","-1","0","11.3"
"Helsinki Kumpula","2021","10","7","12:00","-1","0","10.6"
"Helsinki Kumpula","2021","10","7","13:00","-1","0.13","10.2"
"Helsinki Kumpula","2021","10","7","14:00","-1","0.07","9.9"
"Helsinki Kumpula","2021","10","7","15:00","-1","0","10.1"
"Helsinki Kumpula","2021","10","7","16:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","7","17:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","7","18:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","7","19:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","7","20:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","7","21:00","-1","0","11"
"Helsinki Kumpula","2021","10","7","22:00","-1","0","11"
"Helsinki Kumpula","2021","10","7","23:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","8","00:00","-1","0","11"
"Helsinki Kumpula","2021","10","8","01:00","-1","0","11"
"Helsinki Kumpula","2021","10","8","02:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","8","03:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","8","04:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","8","05:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","8","06:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","8","07:00","-1","0","11.3"
"Helsinki Kumpula","2021","10","8","08:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","8","09:00","-1","0","11.7"
"Helsinki Kumpula","2021","10","8","10:00","-1","0","12.2"
"Helsinki Kumpula","2021","10","8","11:00","-1","0","12.2"
"Helsinki Kumpula","2021","10","8","12:00","-1","0","12.1"
"Helsinki Kumpula","2021","10","8","13:00","-1","0","12.2"
"Helsinki Kumpula","2021","10","8","14:00","-1","0","12.1"
"Helsinki Kumpula","2021","10","8","15:00","-1","0","11.9"
"Helsinki Kumpula","2021","10","8","16:00","-1","0","11.7"
"Helsinki Kumpula","2021","10","8","17:00","-1","0","11.4"
"Helsinki Kumpula","2021","10","8","18:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","8","19:00","-1","0","11.4"
"Helsinki Kumpula","2021","10","8","20:00","-1","0","11.4"
"Helsinki Kumpula","2021","10","8","21:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","8","22:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","8","23:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","9","00:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","9","01:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","9","02:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","9","03:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","9","04:00","-1","0.08","11.2"
"Helsinki Kumpula","2021","10","9","05:00","-1","0.05","11.1"
"Helsinki Kumpula","2021","10","9","06:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","9","07:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","9","08:00","-1","0","12.3"
"Helsinki Kumpula","2021","10","9","09:00","-1","0","12.4"
"Helsinki Kumpula","2021","10","9","10:00","-1","0","12.5"
"Helsinki Kumpula","2021","10","9","11:00","-1","0","12.6"
"Helsinki Kumpula","2021","10","9","12:00","-1","0","13.4"
"Helsinki Kumpula","2021","10","9","13:00","-1","0","13.1"
"Helsinki Kumpula","2021","10","9","14:00","-1","0","12.7"
"Helsinki Kumpula","2021","10","9","15:00","-1","0","12.2"
"Helsinki Kumpula","2021","10","9","16:00","-1","0","11.8"
"Helsinki Kumpula","2021","10","9","17:00","-1","0","11.4"
"Helsinki Kumpula","2021","10","9","18:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","9","19:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","9","20:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","9","21:00","-1","0.08","10.5"
"Helsinki Kumpula","2021","10","9","22:00","-1","0.05","10.5"
"Helsinki Kumpula","2021","10","9","23:00","-1","0.07","10.5"
"Helsinki Kumpula","2021","10","10","00:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","10","01:00","-1","0.05","11.1"
"Helsinki Kumpula","2021","10","10","02:00","-1","0.07","11.1"
"Helsinki Kumpula","2021","10","10","03:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","10","04:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","10","05:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","10","06:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","10","07:00","-1","0.15","11.2"
"Helsinki Kumpula","2021","10","10","08:00","-1","0.25","11.1"
"Helsinki Kumpula","2021","10","10","09:00","-1","0","11.8"
"Helsinki Kumpula","2021","10","10","10:00","-1","0","12"
"Helsinki Kumpula","2021","10","10","11:00","-1","0","12.1"
"Helsinki Kumpula","2021","10","10","12:00","-1","0","12"
"Helsinki Kumpula","2021","10","10","13:00","-1","0","11.8"
"Helsinki Kumpula","2021","10","10","14:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","10","15:00","-1","0","11.2"
"Helsinki Kumpula","2021","10","10","16:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","10","17:00","-1","0","11"
"Helsinki Kumpula","2021","10","10","18:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","10","19:00","-1","0","11"
"Helsinki Kumpula","2021","10","10","20:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","10","21:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","10","22:00","-1","0","11"
"Helsinki Kumpula","2021","10","10","23:00","-1","0","10.9"
"Helsinki Kumpula","2021","10","11","00:00","-1","0","10.8"
"Helsinki Kumpula","2021","10","11","01:00","-1","0","10.8"
"Helsinki Kumpula","2021","10","11","02:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","11","03:00","-1","0","10.6"
"Helsinki Kumpula","2021","10","11","04:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","11","05:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","11","06:00","-1","0","10.1"
"Helsinki Kumpula","2021","10","11","07:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","11","08:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","11","09:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","11","10:00","-1","0","11.8"
"Helsinki Kumpula","2021","10","11","11:00","-1","0","12.2"
"Helsinki Kumpula","2021","10","11","12:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","11","13:00","-1","0","11.5"
"Helsinki Kumpula","2021","10","11","14:00","-1","0","11.6"
"Helsinki Kumpula","2021","10","11","15:00","-1","0","10.7"
"Helsinki Kumpula","2021","10","11","16:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","11","17:00","-1","0","10.2"
"Helsinki Kumpula","2021","10","11","18:00","-1","0.25","9.1"
"Helsinki Kumpula","2021","10","11","19:00","-1","0.03","9.3"
"Helsinki Kumpula","2021","10","11","20:00","-1","0.1","9.1"
"Helsinki Kumpula","2021","10","11","21:00","-1","0","9.1"
"Helsinki Kumpula","2021","10","11","22:00","-1","0","9.1"
"Helsinki Kumpula","2021","10","11","23:00","-1","0","9.1"
"Helsinki Kumpula","2021","10","12","00:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","12","01:00","-1","0.63","9.3"
"Helsinki Kumpula","2021","10","12","02:00","-1","2.35","7.4"
"Helsinki Kumpula","2021","10","12","03:00","-1","2.85","7.3"
"Helsinki Kumpula","2021","10","12","04:00","-1","0","8.5"
"Helsinki Kumpula","2021","10","12","05:00","-1","0.07","8.5"
"Helsinki Kumpula","2021","10","12","06:00","-1","0.92","7.4"
"Helsinki Kumpula","2021","10","12","07:00","-1","0.52","7.7"
"Helsinki Kumpula","2021","10","12","08:00","-1","0.43","8.7"
"Helsinki Kumpula","2021","10","12","09:00","-1","0.15","9.1"
"Helsinki Kumpula","2021","10","12","10:00","-1","0.17","9.5"
"Helsinki Kumpula","2021","10","12","11:00","-1","0","9.7"
"Helsinki Kumpula","2021","10","12","12:00","-1","0","11.1"
"Helsinki Kumpula","2021","10","12","13:00","-1","0","10.5"
"Helsinki Kumpula","2021","10","12","14:00","-1","0","10"
"Helsinki Kumpula","2021","10","12","15:00","-1","0","10.3"
"Helsinki Kumpula","2021","10","12","16:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","12","17:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","12","18:00","-1","0","7.8"
"Helsinki Kumpula","2021","10","12","19:00","-1","0","7.9"
"Helsinki Kumpula","2021","10","12","20:00","-1","0","7.8"
"Helsinki Kumpula","2021","10","12","21:00","-1","0","8"
"Helsinki Kumpula","2021","10","12","22:00","-1","0","7.9"
"Helsinki Kumpula","2021","10","12","23:00","-1","0","7.8"
"Helsinki Kumpula","2021","10","13","00:00","-1","0","7.4"
"Helsinki Kumpula","2021","10","13","01:00","-1","0","7.5"
"Helsinki Kumpula","2021","10","13","02:00","-1","0","6.7"
"Helsinki Kumpula","2021","10","13","03:00","-1","0","6.6"
"Helsinki Kumpula","2021","10","13","04:00","-1","0","6.7"
"Helsinki Kumpula","2021","10","13","05:00","-1","0","6.8"
"Helsinki Kumpula","2021","10","13","06:00","-1","0","6.8"
"Helsinki Kumpula","2021","10","13","07:00","-1","0","6.8"
"Helsinki Kumpula","2021","10","13","08:00","-1","0","6.8"
"Helsinki Kumpula","2021","10","13","09:00","-1","0","7.9"
"Helsinki Kumpula","2021","10","13","10:00","-1","0","8.7"
"Helsinki Kumpula","2021","10","13","11:00","-1","0","8.7"
"Helsinki Kumpula","2021","10","13","12:00","-1","0","9.2"
"Helsinki Kumpula","2021","10","13","13:00","-1","0","10.1"
"Helsinki Kumpula","2021","10","13","14:00","-1","0","9.5"
"Helsinki Kumpula","2021","10","13","15:00","-1","0","8.9"
"Helsinki Kumpula","2021","10","13","16:00","-1","0","6.9"
"Helsinki Kumpula","2021","10","13","17:00","-1","0","5.7"
"Helsinki Kumpula","2021","10","13","18:00","-1","0","4.9"
"Helsinki Kumpula","2021","10","13","19:00","-1","0","4.6"
"Helsinki Kumpula","2021","10","13","20:00","-1","0","4.4"
"Helsinki Kumpula","2021","10","13","21:00","-1","0","3.6"
"Helsinki Kumpula","2021","10","13","22:00","-1","0","3.8"
"Helsinki Kumpula","2021","10","13","23:00","-1","0","3.9"
"Helsinki Kumpula","2021","10","14","00:00","-1","0","4.3"
"Helsinki Kumpula","2021","10","14","01:00","-1","0","4.5"
"Helsinki Kumpula","2021","10","14","02:00","-1","0","3.5"
"Helsinki Kumpula","2021","10","14","03:00","-1","0","3"
"Helsinki Kumpula","2021","10","14","04:00","-1","0","2.6"
"Helsinki Kumpula","2021","10","14","05:00","-1","0","2.4"
"Helsinki Kumpula","2021","10","14","06:00","-1","0","2.4"
"Helsinki Kumpula","2021","10","14","07:00","-1","0","5.1"
"Helsinki Kumpula","2021","10","14","08:00","-1","0","7.9"
"Helsinki Kumpula","2021","10","14","09:00","-1","0","8.6"
"Helsinki Kumpula","2021","10","14","10:00","-1","0.35","9"
"Helsinki Kumpula","2021","10","14","11:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","14","12:00","-1","0","9.5"
"Helsinki Kumpula","2021","10","14","13:00","-1","0","9.2"
"Helsinki Kumpula","2021","10","14","14:00","-1","0","8.8"
"Helsinki Kumpula","2021","10","14","15:00","-1","0","8.5"
"Helsinki Kumpula","2021","10","14","16:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","14","17:00","-1","0","8.6"
"Helsinki Kumpula","2021","10","14","18:00","-1","0","8.5"
"Helsinki Kumpula","2021","10","14","19:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","14","20:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","14","21:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","14","22:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","14","23:00","-1","0","8.1"
"Helsinki Kumpula","2021","10","15","00:00","-1","0","8.1"
"Helsinki Kumpula","2021","10","15","01:00","-1","0.07","7.9"
"Helsinki Kumpula","2021","10","15","02:00","-1","0","8.1"
"Helsinki Kumpula","2021","10","15","03:00","-1","0.12","8"
"Helsinki Kumpula","2021","10","15","04:00","-1","0","8"
"Helsinki Kumpula","2021","10","15","05:00","-1","0","8.1"
"Helsinki Kumpula","2021","10","15","06:00","-1","0","8.5"
"Helsinki Kumpula","2021","10","15","07:00","-1","0","8.7"
"Helsinki Kumpula","2021","10","15","08:00","-1","0","8.8"
"Helsinki Kumpula","2021","10","15","09:00","-1","0.05","9"
"Helsinki Kumpula","2021","10","15","10:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","15","11:00","-1","0.05","9.9"
"Helsinki Kumpula","2021","10","15","12:00","-1","0.05","10"
"Helsinki Kumpula","2021","10","15","13:00","-1","0.08","9.8"
"Helsinki Kumpula","2021","10","15","14:00","-1","0.13","9.9"
"Helsinki Kumpula","2021","10","15","15:00","-1","0.67","10"
"Helsinki Kumpula","2021","10","15","16:00","-1","0.77","9.2"
"Helsinki Kumpula","2021","10","15","17:00","-1","0.17","9.3"
"Helsinki Kumpula","2021","10","15","18:00","-1","0.17","9.6"
"Helsinki Kumpula","2021","10","15","19:00","-1","0","8.5"
"Helsinki Kumpula","2021","10","15","20:00","-1","0","6.3"
"Helsinki Kumpula","2021","10","15","21:00","-1","0","5.4"
"Helsinki Kumpula","2021","10","15","22:00","-1","0","5"
"Helsinki Kumpula","2021","10","15","23:00","-1","0","5.1"
"Helsinki Kumpula","2021","10","16","00:00","-1","0","4.3"
"Helsinki Kumpula","2021","10","16","01:00","-1","0","4.4"
"Helsinki Kumpula","2021","10","16","02:00","-1","0","4.2"
"Helsinki Kumpula","2021","10","16","03:00","-1","0","4"
"Helsinki Kumpula","2021","10","16","04:00","-1","0","3.9"
"Helsinki Kumpula","2021","10","16","05:00","-1","0","3.7"
"Helsinki Kumpula","2021","10","16","06:00","-1","0","4.5"
"Helsinki Kumpula","2021","10","16","07:00","-1","0","5.6"
"Helsinki Kumpula","2021","10","16","08:00","-1","0","6.9"
"Helsinki Kumpula","2021","10","16","09:00","-1","0","7.9"
"Helsinki Kumpula","2021","10","16","10:00","-1","0","9"
"Helsinki Kumpula","2021","10","16","11:00","-1","0","8.9"
"Helsinki Kumpula","2021","10","16","12:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","16","13:00","-1","0","9.6"
"Helsinki Kumpula","2021","10","16","14:00","-1","0","9.2"
"Helsinki Kumpula","2021","10","16","15:00","-1","0","8.3"
"Helsinki Kumpula","2021","10","16","16:00","-1","0","7.1"
"Helsinki Kumpula","2021","10","16","17:00","-1","0","6.7"
"Helsinki Kumpula","2021","10","16","18:00","-1","0","6.2"
"Helsinki Kumpula","2021","10","16","19:00","-1","0","5.9"
"Helsinki Kumpula","2021","10","16","20:00","-1","0.43","6.7"
"Helsinki Kumpula","2021","10","16","21:00","-1","0.15","5.6"
"Helsinki Kumpula","2021","10","16","22:00","-1","0","5"
"Helsinki Kumpula","2021","10","16","23:00","-1","0","4.5"
"Helsinki Kumpula","2021","10","17","00:00","-1","0","4.2"
"Helsinki Kumpula","2021","10","17","01:00","-1","0","4"
"Helsinki Kumpula","2021","10","17","02:00","-1","0","3.7"
"Helsinki Kumpula","2021","10","17","03:00","-1","0","3.5"
"Helsinki Kumpula","2021","10","17","04:00","-1","0","3.4"
"Helsinki Kumpula","2021","10","17","05:00","-1","0","3.5"
"Helsinki Kumpula","2021","10","17","06:00","-1","0","3.8"
"Helsinki Kumpula","2021","10","17","07:00","-1","0","5"
"Helsinki Kumpula","2021","10","17","08:00","-1","0","6.4"
"Helsinki Kumpula","2021","10","17","09:00","-1","0","7.1"
"Helsinki Kumpula","2021","10","17","10:00","-1","0","7.8"
"Helsinki Kumpula","2021","10","17","11:00","-1","0","8.4"
"Helsinki Kumpula","2021","10","17","12:00","-1","0","9.3"
"Helsinki Kumpula","2021","10","17","13:00","-1","0","8.4"
"Helsinki Kumpula","2021","10","17","14:00","-1","0","8.7"
"Helsinki Kumpula","2021","10","17","15:00","-1","0","7.5"
"Helsinki Kumpula","2021","10","17","16:00","-1","0","6"
"Helsinki Kumpula","2021","10","17","17:00","-1","0","5.8"
"Helsinki Kumpula","2021","10","17","18:00","-1","0","4.8"
"Helsinki Kumpula","2021","10","17","19:00","-1","0","4.4"
"Helsinki Kumpula","2021","10","17","20:00","-1","0","3.6"
"Helsinki Kumpula","2021","10","17","21:00","-1","0","3.4"
"Helsinki Kumpula","2021","10","17","22:00","-1","0","3.8"
"Helsinki Kumpula","2021","10","17","23:00","-1","0","2.8"
"Helsinki Kumpula","2021","10","18","00:00","-1","0","3.2"
"Helsinki Kumpula","2021","10","18","01:00","-1","0","3.5"
"Helsinki Kumpula","2021","10","18","02:00","-1","0","3.8"
"Helsinki Kumpula","2021","10","18","03:00","-1","0","4.1"
"Helsinki Kumpula","2021","10","18","04:00","-1","0","3.7"
"Helsinki Kumpula","2021","10","18","05:00","-1","0","3.6"
"Helsinki Kumpula","2021","10","18","06:00","-1","0","3.8"
"Helsinki Kumpula","2021","10","18","07:00","-1","0","4.5"
"Helsinki Kumpula","2021","10","18","08:00","-1","0","5.1"
"Helsinki Kumpula","2021","10","18","09:00","-1","0","5.8"
"Helsinki Kumpula","2021","10","18","10:00","-1","0","6.2"
"Helsinki Kumpula","2021","10","18","11:00","-1","0","6.8"
"Helsinki Kumpula","2021","10","18","12:00","-1","0","7"
