"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lumensyvyys maksimi [cm]","Sademäärä maksimi [mm]","Ilman lämpötila maksimi [°C]"
"Helsinki Kumpula","2023","12","3","21:00","13","0","-10.4"
"Helsinki Kumpula","2023","12","3","22:00","13","0","-10.7"
"Helsinki Kumpula","2023","12","3","23:00","13","0","-10.9"
"Helsinki Kumpula","2023","12","4","00:00","14","0","-11.7"
"Helsinki Kumpula","2023","12","4","01:00","13","0","-11.8"
"Helsinki Kumpula","2023","12","4","02:00","12","0","-12.3"
"Helsinki Kumpula","2023","12","4","03:00","12","0","-13.4"
"Helsinki Kumpula","2023","12","4","04:00","12","0","-13.3"
"Helsinki Kumpula","2023","12","4","05:00","12","0","-13.1"
"Helsinki Kumpula","2023","12","4","06:00","12","0","-13.1"
"Helsinki Kumpula","2023","12","4","07:00","12","0","-12.1"
"Helsinki Kumpula","2023","12","4","08:00","13","0","-11.6"
"Helsinki Kumpula","2023","12","4","09:00","13","0","-10.6"
"Helsinki Kumpula","2023","12","4","10:00","13","0","-9.9"
"Helsinki Kumpula","2023","12","4","11:00","13","0","-9.4"
"Helsinki Kumpula","2023","12","4","12:00","13","0","-9.1"
"Helsinki Kumpula","2023","12","4","13:00","13","0","-9.1"
"Helsinki Kumpula","2023","12","4","14:00","13","0","-9.1"
"Helsinki Kumpula","2023","12","4","15:00","12","0","-9.1"
"Helsinki Kumpula","2023","12","4","16:00","12","0","-9.1"
"Helsinki Kumpula","2023","12","4","17:00","12","0","-9.1"
"Helsinki Kumpula","2023","12","4","18:00","12","0","-9"
"Helsinki Kumpula","2023","12","4","19:00","12","0","-8.7"
"Helsinki Kumpula","2023","12","4","20:00","12","0","-8.7"
"Helsinki Kumpula","2023","12","4","21:00","12","0","-8.9"
"Helsinki Kumpula","2023","12","4","22:00","12","0","-8.6"
"Helsinki Kumpula","2023","12","4","23:00","12","0","-8.6"
"Helsinki Kumpula","2023","12","5","00:00","13","0","-8.6"
"Helsinki Kumpula","2023","12","5","01:00","12","0","-8.4"
"Helsinki Kumpula","2023","12","5","02:00","12","0","-8.4"
"Helsinki Kumpula","2023","12","5","03:00","12","0","-8.3"
"Helsinki Kumpula","2023","12","5","04:00","12","0","-8.3"
"Helsinki Kumpula","2023","12","5","05:00","12","0","-8.5"
"Helsinki Kumpula","2023","12","5","06:00","12","0","-10.3"
"Helsinki Kumpula","2023","12","5","07:00","12","0","-12.2"
"Helsinki Kumpula","2023","12","5","08:00","12","0","-12.9"
"Helsinki Kumpula","2023","12","5","09:00","12","0","-12.3"
"Helsinki Kumpula","2023","12","5","10:00","12","0","-11.4"
"Helsinki Kumpula","2023","12","5","11:00","12","0","-9.6"
"Helsinki Kumpula","2023","12","5","12:00","12","0","-9.3"
"Helsinki Kumpula","2023","12","5","13:00","12","0","-9.7"
"Helsinki Kumpula","2023","12","5","14:00","12","0","-10.6"
"Helsinki Kumpula","2023","12","5","15:00","12","0","-10.2"
"Helsinki Kumpula","2023","12","5","16:00","12","0","-10.2"
"Helsinki Kumpula","2023","12","5","17:00","12","0","-9.2"
"Helsinki Kumpula","2023","12","5","18:00","12","0","-8.8"
"Helsinki Kumpula","2023","12","5","19:00","12","0","-8.4"
"Helsinki Kumpula","2023","12","5","20:00","12","0","-8.2"
"Helsinki Kumpula","2023","12","5","21:00","12","0","-8.1"
"Helsinki Kumpula","2023","12","5","22:00","12","0","-7.8"
"Helsinki Kumpula","2023","12","5","23:00","12","0","-7.8"
"Helsinki Kumpula","2023","12","6","00:00","12","0","-8.1"
"Helsinki Kumpula","2023","12","6","01:00","12","0","-8.5"
"Helsinki Kumpula","2023","12","6","02:00","12","0","-8.6"
"Helsinki Kumpula","2023","12","6","03:00","12","0","-8.2"
"Helsinki Kumpula","2023","12","6","04:00","12","0","-9.7"
"Helsinki Kumpula","2023","12","6","05:00","12","0","-8.2"
"Helsinki Kumpula","2023","12","6","06:00","12","0","-6.6"
"Helsinki Kumpula","2023","12","6","07:00","12","0","-5.9"
"Helsinki Kumpula","2023","12","6","08:00","12","0","-5.8"
"Helsinki Kumpula","2023","12","6","09:00","12","0","-3.9"
"Helsinki Kumpula","2023","12","6","10:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","6","11:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","6","12:00","12","0","-4"
"Helsinki Kumpula","2023","12","6","13:00","12","0","-4.2"
"Helsinki Kumpula","2023","12","6","14:00","12","0","-4.3"
"Helsinki Kumpula","2023","12","6","15:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","6","16:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","6","17:00","12","0","-3.5"
"Helsinki Kumpula","2023","12","6","18:00","12","0","-3.3"
"Helsinki Kumpula","2023","12","6","19:00","12","0","-3.1"
"Helsinki Kumpula","2023","12","6","20:00","12","0","-2.9"
"Helsinki Kumpula","2023","12","6","21:00","12","0","-2.8"
"Helsinki Kumpula","2023","12","6","22:00","12","0","-2.7"
"Helsinki Kumpula","2023","12","6","23:00","12","0","-2.6"
"Helsinki Kumpula","2023","12","7","00:00","13","0","-2.4"
"Helsinki Kumpula","2023","12","7","01:00","12","0","-2.4"
"Helsinki Kumpula","2023","12","7","02:00","12","0","-2"
"Helsinki Kumpula","2023","12","7","03:00","12","0","-2.1"
"Helsinki Kumpula","2023","12","7","04:00","12","0","-2.1"
"Helsinki Kumpula","2023","12","7","05:00","12","0","-2.1"
"Helsinki Kumpula","2023","12","7","06:00","12","0","-2"
"Helsinki Kumpula","2023","12","7","07:00","12","0","-2"
"Helsinki Kumpula","2023","12","7","08:00","12","0","-2.1"
"Helsinki Kumpula","2023","12","7","09:00","12","0","-2.5"
"Helsinki Kumpula","2023","12","7","10:00","12","0","-2.9"
"Helsinki Kumpula","2023","12","7","11:00","12","0","-2.9"
"Helsinki Kumpula","2023","12","7","12:00","12","0","-2.8"
"Helsinki Kumpula","2023","12","7","13:00","12","0","-2.9"
"Helsinki Kumpula","2023","12","7","14:00","12","0","-2.9"
"Helsinki Kumpula","2023","12","7","15:00","12","0","-2.7"
"Helsinki Kumpula","2023","12","7","16:00","12","0","-2.3"
"Helsinki Kumpula","2023","12","7","17:00","12","0","-2.9"
"Helsinki Kumpula","2023","12","7","18:00","12","0","-3.7"
"Helsinki Kumpula","2023","12","7","19:00","12","0","-3.5"
"Helsinki Kumpula","2023","12","7","20:00","12","0","-3.2"
"Helsinki Kumpula","2023","12","7","21:00","12","0","-2.7"
"Helsinki Kumpula","2023","12","7","22:00","12","0","-2.7"
"Helsinki Kumpula","2023","12","7","23:00","12","0","-3"
"Helsinki Kumpula","2023","12","8","00:00","12","0","-3.5"
"Helsinki Kumpula","2023","12","8","01:00","12","0","-3.7"
"Helsinki Kumpula","2023","12","8","02:00","12","0","-3.9"
"Helsinki Kumpula","2023","12","8","03:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","8","04:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","8","05:00","12","0","-3.7"
"Helsinki Kumpula","2023","12","8","06:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","8","07:00","12","0","-3.6"
"Helsinki Kumpula","2023","12","8","08:00","12","0","-3.6"
"Helsinki Kumpula","2023","12","8","09:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","8","10:00","12","0","-3.8"
"Helsinki Kumpula","2023","12","8","11:00","12","0","-4"
"Helsinki Kumpula","2023","12","8","12:00","12","0","-4.3"
"Helsinki Kumpula","2023","12","8","13:00","12","0","-4.4"
"Helsinki Kumpula","2023","12","8","14:00","12","0","-4.3"
"Helsinki Kumpula","2023","12","8","15:00","12","0","-4.6"
"Helsinki Kumpula","2023","12","8","16:00","12","0","-5.1"
"Helsinki Kumpula","2023","12","8","17:00","12","0","-5.4"
"Helsinki Kumpula","2023","12","8","18:00","12","0","-5.4"
"Helsinki Kumpula","2023","12","8","19:00","12","0","-5.5"
"Helsinki Kumpula","2023","12","8","20:00","12","0","-7"
"Helsinki Kumpula","2023","12","8","21:00","12","0","-7.4"
"Helsinki Kumpula","2023","12","8","22:00","12","0","-8"
"Helsinki Kumpula","2023","12","8","23:00","12","0","-8.4"
"Helsinki Kumpula","2023","12","9","00:00","12","0","-8.3"
"Helsinki Kumpula","2023","12","9","01:00","12","0","-8.2"
"Helsinki Kumpula","2023","12","9","02:00","12","0","-8.7"
"Helsinki Kumpula","2023","12","9","03:00","12","0","-9.3"
"Helsinki Kumpula","2023","12","9","04:00","12","0","-9.2"
"Helsinki Kumpula","2023","12","9","05:00","12","0","-9.2"
"Helsinki Kumpula","2023","12","9","06:00","11","0","-9.1"
"Helsinki Kumpula","2023","12","9","07:00","11","0","-8.9"
"Helsinki Kumpula","2023","12","9","08:00","12","0.05","-8.9"
"Helsinki Kumpula","2023","12","9","09:00","12","0.05","-8.7"
"Helsinki Kumpula","2023","12","9","10:00","12","0.05","-8.5"
"Helsinki Kumpula","2023","12","9","11:00","12","0.07","-8.2"
"Helsinki Kumpula","2023","12","9","12:00","12","0.05","-8"
"Helsinki Kumpula","2023","12","9","13:00","12","0","-7.9"
"Helsinki Kumpula","2023","12","9","14:00","12","0","-7.5"
"Helsinki Kumpula","2023","12","9","15:00","12","0","-6.7"
"Helsinki Kumpula","2023","12","9","16:00","12","0","-5.1"
"Helsinki Kumpula","2023","12","9","17:00","12","0","-4.9"
"Helsinki Kumpula","2023","12","9","18:00","12","0","-4.9"
"Helsinki Kumpula","2023","12","9","19:00","12","0","-5"
"Helsinki Kumpula","2023","12","9","20:00","12","0","-4.8"
"Helsinki Kumpula","2023","12","9","21:00","13","0","-4.7"
"Helsinki Kumpula","2023","12","9","22:00","13","0","-4.6"
"Helsinki Kumpula","2023","12","9","23:00","13","0","-4.6"
"Helsinki Kumpula","2023","12","10","00:00","14","0","-4.5"
"Helsinki Kumpula","2023","12","10","01:00","12","0","-4.4"
"Helsinki Kumpula","2023","12","10","02:00","12","0.05","-4.5"
"Helsinki Kumpula","2023","12","10","03:00","12","0.05","-4.6"
"Helsinki Kumpula","2023","12","10","04:00","12","0.07","-4.5"
"Helsinki Kumpula","2023","12","10","05:00","12","0.05","-4.5"
"Helsinki Kumpula","2023","12","10","06:00","12","0.05","-4.4"
"Helsinki Kumpula","2023","12","10","07:00","12","0.05","-4.4"
"Helsinki Kumpula","2023","12","10","08:00","13","0.07","-4.3"
"Helsinki Kumpula","2023","12","10","09:00","14","0.12","-4.4"
"Helsinki Kumpula","2023","12","10","10:00","14","0.07","-4.3"
"Helsinki Kumpula","2023","12","10","11:00","14","0","-4.2"
"Helsinki Kumpula","2023","12","10","12:00","14","0","-4.2"
"Helsinki Kumpula","2023","12","10","13:00","14","0","-4.3"
"Helsinki Kumpula","2023","12","10","14:00","14","0","-4.2"
"Helsinki Kumpula","2023","12","10","15:00","14","0","-4.1"
"Helsinki Kumpula","2023","12","10","16:00","14","0","-3.9"
"Helsinki Kumpula","2023","12","10","17:00","14","0","-3.9"
"Helsinki Kumpula","2023","12","10","18:00","14","0","-3.9"
"Helsinki Kumpula","2023","12","10","19:00","14","0","-4.1"
"Helsinki Kumpula","2023","12","10","20:00","14","0","-4.1"
"Helsinki Kumpula","2023","12","10","21:00","14","0","-4"
"Helsinki Kumpula","2023","12","10","22:00","14","0","-3.6"
"Helsinki Kumpula","2023","12","10","23:00","14","0","-3.4"
"Helsinki Kumpula","2023","12","11","00:00","14","0","-3.1"
"Helsinki Kumpula","2023","12","11","01:00","14","0","-2.6"
"Helsinki Kumpula","2023","12","11","02:00","14","0","-2.5"
"Helsinki Kumpula","2023","12","11","03:00","14","0","-2.5"
"Helsinki Kumpula","2023","12","11","04:00","14","0","-2.5"
"Helsinki Kumpula","2023","12","11","05:00","14","0","-2.5"
"Helsinki Kumpula","2023","12","11","06:00","14","0","-3.5"
"Helsinki Kumpula","2023","12","11","07:00","14","0","-3.3"
"Helsinki Kumpula","2023","12","11","08:00","14","0","-2.5"
"Helsinki Kumpula","2023","12","11","09:00","14","0","-2.3"
"Helsinki Kumpula","2023","12","11","10:00","14","0","-2.4"
"Helsinki Kumpula","2023","12","11","11:00","14","0","-2.5"
"Helsinki Kumpula","2023","12","11","12:00","14","0","-4.7"
"Helsinki Kumpula","2023","12","11","13:00","14","0","-5.1"
"Helsinki Kumpula","2023","12","11","14:00","14","0","-5.4"
"Helsinki Kumpula","2023","12","11","15:00","14","0","-5.6"
"Helsinki Kumpula","2023","12","11","16:00","15","0.07","-5.9"
"Helsinki Kumpula","2023","12","11","17:00","14","0","-6.5"
"Helsinki Kumpula","2023","12","11","18:00","14","0","-6.8"
"Helsinki Kumpula","2023","12","11","19:00","14","0","-6.8"
"Helsinki Kumpula","2023","12","11","20:00","14","0","-6.8"
"Helsinki Kumpula","2023","12","11","21:00","14","0","-6.8"
"Helsinki Kumpula","2023","12","11","22:00","14","0","-6.8"
"Helsinki Kumpula","2023","12","11","23:00","13","0","-6.8"
"Helsinki Kumpula","2023","12","12","00:00","15","0.05","-6.8"
"Helsinki Kumpula","2023","12","12","01:00","14","0.07","-6.9"
"Helsinki Kumpula","2023","12","12","02:00","14","0.05","-6.8"
"Helsinki Kumpula","2023","12","12","03:00","14","0.07","-6.8"
"Helsinki Kumpula","2023","12","12","04:00","14","0.05","-6.9"
"Helsinki Kumpula","2023","12","12","05:00","14","0.08","-7"
"Helsinki Kumpula","2023","12","12","06:00","14","0.1","-7.5"
"Helsinki Kumpula","2023","12","12","07:00","15","0.07","-7.8"
"Helsinki Kumpula","2023","12","12","08:00","15","0.05","-7.6"
"Helsinki Kumpula","2023","12","12","09:00","15","0","-7.4"
"Helsinki Kumpula","2023","12","12","10:00","15","0","-7.3"
"Helsinki Kumpula","2023","12","12","11:00","15","0.07","-7.4"
"Helsinki Kumpula","2023","12","12","12:00","15","0.05","-7.3"
"Helsinki Kumpula","2023","12","12","13:00","15","0","-7.1"
"Helsinki Kumpula","2023","12","12","14:00","15","0.08","-7.3"
"Helsinki Kumpula","2023","12","12","15:00","16","0.13","-7.1"
"Helsinki Kumpula","2023","12","12","16:00","16","0.23","-7"
"Helsinki Kumpula","2023","12","12","17:00","18","0.22","-6.7"
"Helsinki Kumpula","2023","12","12","18:00","19","0.22","-6.5"
"Helsinki Kumpula","2023","12","12","19:00","19","0.18","-6.1"
"Helsinki Kumpula","2023","12","12","20:00","21","0.22","-5.9"
"Helsinki Kumpula","2023","12","12","21:00","21","0.25","-5.7"
"Helsinki Kumpula","2023","12","12","22:00","22","0.17","-5.5"
"Helsinki Kumpula","2023","12","12","23:00","22","0.1","-5.2"
"Helsinki Kumpula","2023","12","13","00:00","26","0.05","-5"
"Helsinki Kumpula","2023","12","13","01:00","23","0.12","-4.9"
"Helsinki Kumpula","2023","12","13","02:00","24","0.07","-4.8"
"Helsinki Kumpula","2023","12","13","03:00","23","0.08","-4.8"
"Helsinki Kumpula","2023","12","13","04:00","23","0.08","-4.6"
"Helsinki Kumpula","2023","12","13","05:00","24","0.12","-4.7"
"Helsinki Kumpula","2023","12","13","06:00","24","0.12","-4.6"
"Helsinki Kumpula","2023","12","13","07:00","24","0.13","-4.4"
"Helsinki Kumpula","2023","12","13","08:00","24","0","-4.2"
"Helsinki Kumpula","2023","12","13","09:00","25","0.05","-4"
"Helsinki Kumpula","2023","12","13","10:00","25","0.1","-3.8"
"Helsinki Kumpula","2023","12","13","11:00","25","0.1","-3.6"
"Helsinki Kumpula","2023","12","13","12:00","25","0","-3.3"
"Helsinki Kumpula","2023","12","13","13:00","26","0.13","-3.3"
"Helsinki Kumpula","2023","12","13","14:00","26","0.08","-3.6"
"Helsinki Kumpula","2023","12","13","15:00","26","0.07","-3.7"
"Helsinki Kumpula","2023","12","13","16:00","27","0.08","-3.7"
"Helsinki Kumpula","2023","12","13","17:00","26","0.07","-3.8"
"Helsinki Kumpula","2023","12","13","18:00","26","0","-3.9"
"Helsinki Kumpula","2023","12","13","19:00","26","0","-4.1"
"Helsinki Kumpula","2023","12","13","20:00","26","0.05","-4.4"
"Helsinki Kumpula","2023","12","13","21:00","25","0","-4.6"
"Helsinki Kumpula","2023","12","13","22:00","26","0.05","-4.6"
"Helsinki Kumpula","2023","12","13","23:00","26","0.07","-4.7"
"Helsinki Kumpula","2023","12","14","00:00","29","0.05","-4.9"
"Helsinki Kumpula","2023","12","14","01:00","25","0.05","-4.9"
"Helsinki Kumpula","2023","12","14","02:00","26","0","-5.1"
"Helsinki Kumpula","2023","12","14","03:00","25","0","-5.1"
"Helsinki Kumpula","2023","12","14","04:00","25","0","-5.2"
"Helsinki Kumpula","2023","12","14","05:00","25","0","-5"
"Helsinki Kumpula","2023","12","14","06:00","25","0","-4.8"
"Helsinki Kumpula","2023","12","14","07:00","25","0","-4.7"
"Helsinki Kumpula","2023","12","14","08:00","25","0","-4.4"
"Helsinki Kumpula","2023","12","14","09:00","25","0","-4.1"
"Helsinki Kumpula","2023","12","14","10:00","25","0","-3.9"
"Helsinki Kumpula","2023","12","14","11:00","25","0","-3.8"
"Helsinki Kumpula","2023","12","14","12:00","25","0","-3.7"
"Helsinki Kumpula","2023","12","14","13:00","25","0","-3.6"
"Helsinki Kumpula","2023","12","14","14:00","25","0","-3.6"
"Helsinki Kumpula","2023","12","14","15:00","25","0","-3.4"
"Helsinki Kumpula","2023","12","14","16:00","25","0","-3.2"
"Helsinki Kumpula","2023","12","14","17:00","25","0","-3.2"
"Helsinki Kumpula","2023","12","14","18:00","25","0","-3.1"
"Helsinki Kumpula","2023","12","14","19:00","24","0","-2.8"
"Helsinki Kumpula","2023","12","14","20:00","24","0","-3"
"Helsinki Kumpula","2023","12","14","21:00","24","0","-3"
"Helsinki Kumpula","2023","12","14","22:00","23","0","-3.5"
"Helsinki Kumpula","2023","12","14","23:00","23","0","-5"
"Helsinki Kumpula","2023","12","15","00:00","29","0","-4.1"
"Helsinki Kumpula","2023","12","15","01:00","24","0","-4"
"Helsinki Kumpula","2023","12","15","02:00","24","0","-3.7"
"Helsinki Kumpula","2023","12","15","03:00","24","0","-4"
"Helsinki Kumpula","2023","12","15","04:00","24","0","-4"
"Helsinki Kumpula","2023","12","15","05:00","24","0","-4.8"
"Helsinki Kumpula","2023","12","15","06:00","24","0","-4.8"
"Helsinki Kumpula","2023","12","15","07:00","24","0","-4.9"
"Helsinki Kumpula","2023","12","15","08:00","24","0","-5"
"Helsinki Kumpula","2023","12","15","09:00","24","0","-5.1"
"Helsinki Kumpula","2023","12","15","10:00","25","0","-4.7"
"Helsinki Kumpula","2023","12","15","11:00","25","0","-4"
"Helsinki Kumpula","2023","12","15","12:00","24","0","-4.2"
"Helsinki Kumpula","2023","12","15","13:00","24","0","-4.2"
"Helsinki Kumpula","2023","12","15","14:00","24","0","-4.2"
"Helsinki Kumpula","2023","12","15","15:00","23","0","-4"
"Helsinki Kumpula","2023","12","15","16:00","23","0","-3.9"
"Helsinki Kumpula","2023","12","15","17:00","22","0","-3.9"
"Helsinki Kumpula","2023","12","15","18:00","22","0","-4.2"
"Helsinki Kumpula","2023","12","15","19:00","22","0","-4.3"
"Helsinki Kumpula","2023","12","15","20:00","22","0","-4.9"
"Helsinki Kumpula","2023","12","15","21:00","22","0","-4.5"
"Helsinki Kumpula","2023","12","15","22:00","22","0","-5.4"
"Helsinki Kumpula","2023","12","15","23:00","-","0","-4.9"
"Helsinki Kumpula","2023","12","16","00:00","-","0","-4.8"
"Helsinki Kumpula","2023","12","16","01:00","24","0","-4.5"
"Helsinki Kumpula","2023","12","16","02:00","23","0.05","-4.1"
"Helsinki Kumpula","2023","12","16","03:00","22","0.02","-3.3"
"Helsinki Kumpula","2023","12","16","04:00","24","0.05","-2.5"
"Helsinki Kumpula","2023","12","16","05:00","24","0","-2.9"
"Helsinki Kumpula","2023","12","16","06:00","24","0","-3.4"
"Helsinki Kumpula","2023","12","16","07:00","25","0","-3.1"
"Helsinki Kumpula","2023","12","16","08:00","24","0","-2.1"
"Helsinki Kumpula","2023","12","16","09:00","23","0","-1.8"
"Helsinki Kumpula","2023","12","16","10:00","24","0","-1"
"Helsinki Kumpula","2023","12","16","11:00","23","0","-0.3"
"Helsinki Kumpula","2023","12","16","12:00","23","0","0.6"
"Helsinki Kumpula","2023","12","16","13:00","23","0","1.1"
"Helsinki Kumpula","2023","12","16","14:00","23","0","1.4"
"Helsinki Kumpula","2023","12","16","15:00","23","0","1.6"
"Helsinki Kumpula","2023","12","16","16:00","23","0","2"
"Helsinki Kumpula","2023","12","16","17:00","22","0.05","2.2"
"Helsinki Kumpula","2023","12","16","18:00","22","0.08","2.4"
"Helsinki Kumpula","2023","12","16","19:00","21","0.07","2.6"
"Helsinki Kumpula","2023","12","16","20:00","21","0.05","2.9"
"Helsinki Kumpula","2023","12","16","21:00","20","0.08","3"
"Helsinki Kumpula","2023","12","16","22:00","19","0.05","3.5"
"Helsinki Kumpula","2023","12","16","23:00","19","0","3.8"
"Helsinki Kumpula","2023","12","17","00:00","19","0.18","4.2"
"Helsinki Kumpula","2023","12","17","01:00","18","0.27","4.2"
"Helsinki Kumpula","2023","12","17","02:00","18","0","4"
"Helsinki Kumpula","2023","12","17","03:00","18","0","3.4"
"Helsinki Kumpula","2023","12","17","04:00","18","0","2.7"
"Helsinki Kumpula","2023","12","17","05:00","18","0","2.1"
"Helsinki Kumpula","2023","12","17","06:00","17","0","1.9"
"Helsinki Kumpula","2023","12","17","07:00","17","0","1.6"
"Helsinki Kumpula","2023","12","17","08:00","17","0","1.4"
"Helsinki Kumpula","2023","12","17","09:00","17","0","1.5"
"Helsinki Kumpula","2023","12","17","10:00","17","0","2.1"
"Helsinki Kumpula","2023","12","17","11:00","17","0","2.2"
"Helsinki Kumpula","2023","12","17","12:00","17","0","2.2"
"Helsinki Kumpula","2023","12","17","13:00","17","0","1.9"
"Helsinki Kumpula","2023","12","17","14:00","17","0","1.6"
"Helsinki Kumpula","2023","12","17","15:00","17","0","1.5"
"Helsinki Kumpula","2023","12","17","16:00","17","0","1.4"
"Helsinki Kumpula","2023","12","17","17:00","17","0","1.1"
"Helsinki Kumpula","2023","12","17","18:00","17","0","0.2"
"Helsinki Kumpula","2023","12","17","19:00","17","0","0.3"
"Helsinki Kumpula","2023","12","17","20:00","17","0","1.1"
"Helsinki Kumpula","2023","12","17","21:00","17","0","1.2"
"Helsinki Kumpula","2023","12","17","22:00","17","0","1.1"
"Helsinki Kumpula","2023","12","17","23:00","17","0","0.8"
"Helsinki Kumpula","2023","12","18","00:00","17","0","0.8"
"Helsinki Kumpula","2023","12","18","01:00","17","0","0.7"
"Helsinki Kumpula","2023","12","18","02:00","17","0","1"
"Helsinki Kumpula","2023","12","18","03:00","17","0","1"
"Helsinki Kumpula","2023","12","18","04:00","17","0","1.1"
"Helsinki Kumpula","2023","12","18","05:00","17","0","1"
"Helsinki Kumpula","2023","12","18","06:00","17","0","1.2"
"Helsinki Kumpula","2023","12","18","07:00","17","0","1.3"
"Helsinki Kumpula","2023","12","18","08:00","17","0","1.2"
"Helsinki Kumpula","2023","12","18","09:00","17","0","1"
"Helsinki Kumpula","2023","12","18","10:00","17","0","1.4"
"Helsinki Kumpula","2023","12","18","11:00","17","0","1.8"
"Helsinki Kumpula","2023","12","18","12:00","16","0","2.1"
"Helsinki Kumpula","2023","12","18","13:00","16","0","2.4"
"Helsinki Kumpula","2023","12","18","14:00","15","0","2.3"
"Helsinki Kumpula","2023","12","18","15:00","15","0","1.8"
"Helsinki Kumpula","2023","12","18","16:00","16","0","1.7"
"Helsinki Kumpula","2023","12","18","17:00","16","0","1.4"
"Helsinki Kumpula","2023","12","18","18:00","16","0","0.9"
"Helsinki Kumpula","2023","12","18","19:00","16","0","0.8"
"Helsinki Kumpula","2023","12","18","20:00","16","0","0.6"
"Helsinki Kumpula","2023","12","18","21:00","16","0","1.1"
"Helsinki Kumpula","2023","12","18","22:00","15","0","2.2"
"Helsinki Kumpula","2023","12","18","23:00","15","0.08","2.3"
"Helsinki Kumpula","2023","12","19","00:00","15","0.05","2.7"
"Helsinki Kumpula","2023","12","19","01:00","15","0.12","2.6"
"Helsinki Kumpula","2023","12","19","02:00","15","0.07","3.3"
"Helsinki Kumpula","2023","12","19","03:00","14","0.05","3.3"
"Helsinki Kumpula","2023","12","19","04:00","14","0.08","3.4"
"Helsinki Kumpula","2023","12","19","05:00","13","0.32","3.5"
"Helsinki Kumpula","2023","12","19","06:00","13","0.48","3.6"
"Helsinki Kumpula","2023","12","19","07:00","13","0.5","3.6"
"Helsinki Kumpula","2023","12","19","08:00","12","0.08","4.6"
"Helsinki Kumpula","2023","12","19","09:00","11","0.12","4.9"
"Helsinki Kumpula","2023","12","19","10:00","11","0","4.5"
"Helsinki Kumpula","2023","12","19","11:00","11","0","4.1"
"Helsinki Kumpula","2023","12","19","12:00","11","0","3.9"
"Helsinki Kumpula","2023","12","19","13:00","11","0","3.9"
"Helsinki Kumpula","2023","12","19","14:00","11","0","3.1"
"Helsinki Kumpula","2023","12","19","15:00","11","0","2.9"
"Helsinki Kumpula","2023","12","19","16:00","11","0","2.6"
"Helsinki Kumpula","2023","12","19","17:00","11","0","2.2"
"Helsinki Kumpula","2023","12","19","18:00","11","0","2"
"Helsinki Kumpula","2023","12","19","19:00","11","0","1.8"
"Helsinki Kumpula","2023","12","19","20:00","11","0","1.7"
"Helsinki Kumpula","2023","12","19","21:00","11","0","1.5"
"Helsinki Kumpula","2023","12","19","22:00","11","0","1.3"
"Helsinki Kumpula","2023","12","19","23:00","11","0","1.1"
"Helsinki Kumpula","2023","12","20","00:00","12","0","0.9"
"Helsinki Kumpula","2023","12","20","01:00","11","0","0.7"
"Helsinki Kumpula","2023","12","20","02:00","11","0","0.6"
"Helsinki Kumpula","2023","12","20","03:00","11","0","0.5"
"Helsinki Kumpula","2023","12","20","04:00","11","0","0.2"
"Helsinki Kumpula","2023","12","20","05:00","11","0","0.2"
"Helsinki Kumpula","2023","12","20","06:00","11","0","0.1"
"Helsinki Kumpula","2023","12","20","07:00","11","0","0.1"
"Helsinki Kumpula","2023","12","20","08:00","11","0","0"
"Helsinki Kumpula","2023","12","20","09:00","11","0","0"
"Helsinki Kumpula","2023","12","20","10:00","11","0","0"
"Helsinki Kumpula","2023","12","20","11:00","11","0","0.2"
"Helsinki Kumpula","2023","12","20","12:00","11","0","0.2"
"Helsinki Kumpula","2023","12","20","13:00","11","0","-0.2"
"Helsinki Kumpula","2023","12","20","14:00","11","0","-0.9"
"Helsinki Kumpula","2023","12","20","15:00","11","0","-1"
"Helsinki Kumpula","2023","12","20","16:00","11","0","-1.9"
"Helsinki Kumpula","2023","12","20","17:00","11","0","-1.7"
"Helsinki Kumpula","2023","12","20","18:00","11","0","-1.7"
"Helsinki Kumpula","2023","12","20","19:00","11","0","-1.6"
"Helsinki Kumpula","2023","12","20","20:00","11","0","-2.3"
"Helsinki Kumpula","2023","12","20","21:00","11","0","-1.8"
"Helsinki Kumpula","2023","12","20","22:00","11","0","-1.4"
"Helsinki Kumpula","2023","12","20","23:00","11","0","-1.4"
"Helsinki Kumpula","2023","12","21","00:00","15","0","-1.4"
"Helsinki Kumpula","2023","12","21","01:00","11","0","-1"
"Helsinki Kumpula","2023","12","21","02:00","11","0.17","-0.9"
"Helsinki Kumpula","2023","12","21","03:00","13","0.22","-1.2"
"Helsinki Kumpula","2023","12","21","04:00","13","0.17","-1.2"
"Helsinki Kumpula","2023","12","21","05:00","14","0.35","-1.2"
"Helsinki Kumpula","2023","12","21","06:00","14","0.18","-1.3"
"Helsinki Kumpula","2023","12","21","07:00","14","0.07","-0.9"
"Helsinki Kumpula","2023","12","21","08:00","15","0","-0.5"
"Helsinki Kumpula","2023","12","21","09:00","15","0.15","0.1"
