snow_depth_cm,precipitation_mm,temperature_c,localtime,area,total_minutes,total_sets,total_reps,week_of_year,month,day_of_week,hour
0.0,0.0,9.1,2021-10-01 00:00:00,Hietaniemi,0,0,0,39,10,4,0
0.0,0.0,9.1,2021-10-01 00:00:00,Paloheinä,1,1,0,39,10,4,0
0.0,0.0,9.1,2021-10-01 00:00:00,Pirkkola,0,0,0,39,10,4,0
0.0,0.0,9.4,2021-10-01 01:00:00,Hietaniemi,0,0,0,39,10,4,1
0.0,0.0,9.4,2021-10-01 01:00:00,Paloheinä,1,1,0,39,10,4,1
0.0,0.0,9.4,2021-10-01 01:00:00,Pirkkola,1,1,0,39,10,4,1
0.0,0.0,9.5,2021-10-01 02:00:00,Hietaniemi,0,0,0,39,10,4,2
0.0,0.0,9.5,2021-10-01 02:00:00,Paloheinä,0,0,0,39,10,4,2
0.0,0.0,9.5,2021-10-01 02:00:00,Pirkkola,0,0,0,39,10,4,2
0.0,0.0,9.3,2021-10-01 03:00:00,Hietaniemi,0,0,0,39,10,4,3
0.0,0.0,9.3,2021-10-01 03:00:00,Paloheinä,0,0,0,39,10,4,3
0.0,0.0,9.3,2021-10-01 03:00:00,Pirkkola,0,0,0,39,10,4,3
0.0,0.0,9.3,2021-10-01 04:00:00,Hietaniemi,0,0,0,39,10,4,4
0.0,0.0,9.3,2021-10-01 04:00:00,Paloheinä,0,0,0,39,10,4,4
0.0,0.0,9.3,2021-10-01 04:00:00,Pirkkola,0,0,0,39,10,4,4
0.0,0.0,9.3,2021-10-01 05:00:00,Hietaniemi,1,1,0,39,10,4,5
0.0,0.0,9.3,2021-10-01 05:00:00,Paloheinä,0,0,0,39,10,4,5
0.0,0.0,9.3,2021-10-01 05:00:00,Pirkkola,0,0,0,39,10,4,5
0.0,0.0,9.2,2021-10-01 06:00:00,Hietaniemi,37,30,368,39,10,4,6
0.0,0.0,9.2,2021-10-01 06:00:00,Paloheinä,2,2,8,39,10,4,6
0.0,0.0,9.2,2021-10-01 06:00:00,Pirkkola,15,14,93,39,10,4,6
0.0,0.07,8.9,2021-10-01 07:00:00,Hietaniemi,60,48,402,39,10,4,7
0.0,0.07,8.9,2021-10-01 07:00:00,Paloheinä,12,10,28,39,10,4,7
0.0,0.07,8.9,2021-10-01 07:00:00,Pirkkola,33,35,146,39,10,4,7
0.0,0.15,8.5,2021-10-01 08:00:00,Hietaniemi,24,17,262,39,10,4,8
0.0,0.15,8.5,2021-10-01 08:00:00,Paloheinä,25,17,177,39,10,4,8
0.0,0.15,8.5,2021-10-01 08:00:00,Pirkkola,57,60,339,39,10,4,8
0.0,0.07,8.5,2021-10-01 09:00:00,Hietaniemi,27,22,189,39,10,4,9
0.0,0.07,8.5,2021-10-01 09:00:00,Paloheinä,18,14,88,39,10,4,9
0.0,0.07,8.5,2021-10-01 09:00:00,Pirkkola,39,32,336,39,10,4,9
0.0,0.08,8.7,2021-10-01 10:00:00,Hietaniemi,67,42,519,39,10,4,10
0.0,0.08,8.7,2021-10-01 10:00:00,Paloheinä,36,31,271,39,10,4,10
0.0,0.08,8.7,2021-10-01 10:00:00,Pirkkola,67,79,252,39,10,4,10
0.0,0.0,9.2,2021-10-01 11:00:00,Hietaniemi,118,114,968,39,10,4,11
0.0,0.0,9.2,2021-10-01 11:00:00,Paloheinä,57,44,493,39,10,4,11
0.0,0.0,9.2,2021-10-01 11:00:00,Pirkkola,31,30,172,39,10,4,11
0.0,0.0,9.6,2021-10-01 12:00:00,Hietaniemi,66,61,412,39,10,4,12
0.0,0.0,9.6,2021-10-01 12:00:00,Paloheinä,78,65,489,39,10,4,12
0.0,0.0,9.6,2021-10-01 12:00:00,Pirkkola,23,22,114,39,10,4,12
0.0,0.0,10.1,2021-10-01 13:00:00,Hietaniemi,105,74,1000,39,10,4,13
0.0,0.0,10.1,2021-10-01 13:00:00,Paloheinä,50,44,391,39,10,4,13
0.0,0.0,10.1,2021-10-01 13:00:00,Pirkkola,33,37,262,39,10,4,13
0.0,0.0,10.7,2021-10-01 14:00:00,Hietaniemi,40,36,468,39,10,4,14
0.0,0.0,10.7,2021-10-01 14:00:00,Paloheinä,37,37,144,39,10,4,14
0.0,0.0,10.7,2021-10-01 14:00:00,Pirkkola,79,83,390,39,10,4,14
0.0,0.0,11.0,2021-10-01 15:00:00,Hietaniemi,40,40,402,39,10,4,15
0.0,0.0,11.0,2021-10-01 15:00:00,Paloheinä,42,38,223,39,10,4,15
0.0,0.0,11.0,2021-10-01 15:00:00,Pirkkola,24,22,151,39,10,4,15
0.0,0.0,11.2,2021-10-01 16:00:00,Hietaniemi,75,80,510,39,10,4,16
0.0,0.0,11.2,2021-10-01 16:00:00,Paloheinä,71,53,369,39,10,4,16
0.0,0.0,11.2,2021-10-01 16:00:00,Pirkkola,29,24,249,39,10,4,16
0.0,0.0,10.8,2021-10-01 17:00:00,Hietaniemi,145,124,1349,39,10,4,17
0.0,0.0,10.8,2021-10-01 17:00:00,Paloheinä,169,147,991,39,10,4,17
0.0,0.0,10.8,2021-10-01 17:00:00,Pirkkola,13,8,104,39,10,4,17
0.0,0.0,10.6,2021-10-01 18:00:00,Hietaniemi,165,123,1513,39,10,4,18
0.0,0.0,10.6,2021-10-01 18:00:00,Paloheinä,104,77,681,39,10,4,18
0.0,0.0,10.6,2021-10-01 18:00:00,Pirkkola,11,7,99,39,10,4,18
0.0,0.0,10.6,2021-10-01 19:00:00,Hietaniemi,125,96,1914,39,10,4,19
0.0,0.0,10.6,2021-10-01 19:00:00,Paloheinä,103,99,700,39,10,4,19
0.0,0.0,10.6,2021-10-01 19:00:00,Pirkkola,93,85,749,39,10,4,19
0.0,0.0,10.5,2021-10-01 20:00:00,Hietaniemi,67,61,489,39,10,4,20
0.0,0.0,10.5,2021-10-01 20:00:00,Paloheinä,42,38,183,39,10,4,20
0.0,0.0,10.5,2021-10-01 20:00:00,Pirkkola,50,40,301,39,10,4,20
0.0,0.0,10.6,2021-10-01 21:00:00,Hietaniemi,87,71,545,39,10,4,21
0.0,0.0,10.6,2021-10-01 21:00:00,Paloheinä,5,4,34,39,10,4,21
0.0,0.0,10.6,2021-10-01 21:00:00,Pirkkola,12,11,112,39,10,4,21
0.0,0.0,10.3,2021-10-01 22:00:00,Hietaniemi,1,1,0,39,10,4,22
0.0,0.0,10.3,2021-10-01 22:00:00,Paloheinä,55,55,357,39,10,4,22
0.0,0.0,10.3,2021-10-01 22:00:00,Pirkkola,9,7,53,39,10,4,22
0.0,0.0,10.1,2021-10-01 23:00:00,Hietaniemi,17,12,82,39,10,4,23
0.0,0.0,10.1,2021-10-01 23:00:00,Paloheinä,20,23,38,39,10,4,23
0.0,0.0,10.1,2021-10-01 23:00:00,Pirkkola,16,12,104,39,10,4,23
0.0,0.0,10.1,2021-10-02 00:00:00,Hietaniemi,0,0,0,39,10,5,0
0.0,0.0,10.1,2021-10-02 00:00:00,Paloheinä,2,2,0,39,10,5,0
0.0,0.0,10.1,2021-10-02 00:00:00,Pirkkola,8,5,46,39,10,5,0
0.0,0.0,10.0,2021-10-02 01:00:00,Hietaniemi,0,0,0,39,10,5,1
0.0,0.0,10.0,2021-10-02 02:00:00,Hietaniemi,0,0,0,39,10,5,2
0.0,0.0,10.0,2021-10-02 02:00:00,Paloheinä,0,0,0,39,10,5,2
0.0,0.0,10.0,2021-10-02 02:00:00,Pirkkola,0,0,0,39,10,5,2
0.0,0.0,10.0,2021-10-02 03:00:00,Hietaniemi,1,1,0,39,10,5,3
0.0,0.0,10.0,2021-10-02 03:00:00,Paloheinä,0,0,0,39,10,5,3
0.0,0.0,10.0,2021-10-02 03:00:00,Pirkkola,0,0,0,39,10,5,3
0.0,0.0,10.1,2021-10-02 04:00:00,Hietaniemi,0,0,0,39,10,5,4
0.0,0.0,10.1,2021-10-02 04:00:00,Paloheinä,1,1,0,39,10,5,4
0.0,0.0,10.1,2021-10-02 04:00:00,Pirkkola,0,0,0,39,10,5,4
0.0,0.0,10.1,2021-10-02 05:00:00,Hietaniemi,0,0,0,39,10,5,5
0.0,0.0,10.1,2021-10-02 05:00:00,Paloheinä,0,0,0,39,10,5,5
0.0,0.0,10.1,2021-10-02 05:00:00,Pirkkola,0,0,0,39,10,5,5
0.0,0.0,10.0,2021-10-02 06:00:00,Hietaniemi,0,0,0,39,10,5,6
0.0,0.0,10.0,2021-10-02 06:00:00,Paloheinä,12,9,141,39,10,5,6
0.0,0.0,10.0,2021-10-02 06:00:00,Pirkkola,0,0,0,39,10,5,6
0.0,0.0,10.0,2021-10-02 07:00:00,Hietaniemi,5,6,44,39,10,5,7
0.0,0.0,10.0,2021-10-02 07:00:00,Paloheinä,16,15,91,39,10,5,7
0.0,0.0,10.0,2021-10-02 07:00:00,Pirkkola,5,6,11,39,10,5,7
0.0,0.0,9.8,2021-10-02 08:00:00,Hietaniemi,81,58,731,39,10,5,8
0.0,0.0,9.8,2021-10-02 08:00:00,Paloheinä,57,50,340,39,10,5,8
0.0,0.0,9.8,2021-10-02 08:00:00,Pirkkola,20,16,161,39,10,5,8
0.0,0.0,9.6,2021-10-02 09:00:00,Hietaniemi,43,33,344,39,10,5,9
0.0,0.0,9.6,2021-10-02 09:00:00,Paloheinä,19,14,183,39,10,5,9
0.0,0.0,9.6,2021-10-02 09:00:00,Pirkkola,46,37,378,39,10,5,9
0.0,0.0,10.5,2021-10-02 10:00:00,Hietaniemi,92,86,773,39,10,5,10
0.0,0.0,10.5,2021-10-02 10:00:00,Paloheinä,85,68,440,39,10,5,10
0.0,0.0,10.5,2021-10-02 10:00:00,Pirkkola,71,61,572,39,10,5,10
0.0,0.0,10.7,2021-10-02 11:00:00,Hietaniemi,224,194,2011,39,10,5,11
0.0,0.0,10.7,2021-10-02 11:00:00,Paloheinä,115,105,629,39,10,5,11
0.0,0.0,10.7,2021-10-02 11:00:00,Pirkkola,74,80,514,39,10,5,11
0.0,0.0,11.1,2021-10-02 12:00:00,Hietaniemi,131,116,1050,39,10,5,12
0.0,0.0,11.1,2021-10-02 12:00:00,Paloheinä,111,102,706,39,10,5,12
0.0,0.0,11.1,2021-10-02 12:00:00,Pirkkola,80,82,496,39,10,5,12
0.0,0.0,11.3,2021-10-02 13:00:00,Hietaniemi,109,90,849,39,10,5,13
0.0,0.0,11.3,2021-10-02 13:00:00,Paloheinä,109,84,853,39,10,5,13
0.0,0.0,11.3,2021-10-02 13:00:00,Pirkkola,81,69,720,39,10,5,13
0.0,0.0,11.5,2021-10-02 14:00:00,Hietaniemi,155,150,1836,39,10,5,14
0.0,0.0,11.5,2021-10-02 14:00:00,Paloheinä,179,156,1042,39,10,5,14
0.0,0.0,11.5,2021-10-02 14:00:00,Pirkkola,78,62,575,39,10,5,14
0.0,0.0,12.0,2021-10-02 15:00:00,Hietaniemi,106,79,1209,39,10,5,15
0.0,0.0,12.0,2021-10-02 15:00:00,Paloheinä,150,134,916,39,10,5,15
0.0,0.0,12.0,2021-10-02 15:00:00,Pirkkola,86,76,692,39,10,5,15
0.0,0.0,12.0,2021-10-02 16:00:00,Hietaniemi,122,94,992,39,10,5,16
0.0,0.0,12.0,2021-10-02 16:00:00,Paloheinä,98,84,490,39,10,5,16
0.0,0.0,12.0,2021-10-02 16:00:00,Pirkkola,61,52,439,39,10,5,16
0.0,0.0,12.2,2021-10-02 17:00:00,Hietaniemi,87,59,820,39,10,5,17
0.0,0.0,12.2,2021-10-02 17:00:00,Paloheinä,46,43,262,39,10,5,17
0.0,0.0,12.2,2021-10-02 17:00:00,Pirkkola,23,21,196,39,10,5,17
0.0,0.0,11.8,2021-10-02 18:00:00,Hietaniemi,90,82,818,39,10,5,18
0.0,0.0,11.8,2021-10-02 18:00:00,Paloheinä,131,118,889,39,10,5,18
0.0,0.0,11.8,2021-10-02 18:00:00,Pirkkola,66,63,489,39,10,5,18
0.0,0.0,11.1,2021-10-02 19:00:00,Hietaniemi,71,57,418,39,10,5,19
0.0,0.0,11.1,2021-10-02 19:00:00,Paloheinä,91,85,375,39,10,5,19
0.0,0.0,11.1,2021-10-02 19:00:00,Pirkkola,45,38,546,39,10,5,19
0.0,0.0,9.8,2021-10-02 20:00:00,Hietaniemi,50,48,249,39,10,5,20
0.0,0.0,9.8,2021-10-02 20:00:00,Paloheinä,69,63,377,39,10,5,20
0.0,0.0,9.8,2021-10-02 20:00:00,Pirkkola,26,21,161,39,10,5,20
0.0,0.0,11.3,2021-10-02 21:00:00,Hietaniemi,21,17,135,39,10,5,21
0.0,0.0,11.3,2021-10-02 21:00:00,Paloheinä,19,18,108,39,10,5,21
0.0,0.0,11.3,2021-10-02 21:00:00,Pirkkola,24,23,99,39,10,5,21
0.0,0.0,11.4,2021-10-02 22:00:00,Hietaniemi,1,1,0,39,10,5,22
0.0,0.0,11.4,2021-10-02 22:00:00,Paloheinä,62,64,248,39,10,5,22
0.0,0.0,11.4,2021-10-02 22:00:00,Pirkkola,12,11,46,39,10,5,22
0.0,0.0,11.2,2021-10-02 23:00:00,Hietaniemi,0,0,0,39,10,5,23
0.0,0.0,11.2,2021-10-02 23:00:00,Paloheinä,13,11,59,39,10,5,23
0.0,0.0,11.2,2021-10-02 23:00:00,Pirkkola,0,0,0,39,10,5,23
0.0,0.0,11.0,2021-10-03 00:00:00,Hietaniemi,0,0,0,39,10,6,0
0.0,0.0,11.0,2021-10-03 00:00:00,Paloheinä,0,0,0,39,10,6,0
0.0,0.0,11.0,2021-10-03 00:00:00,Pirkkola,0,0,0,39,10,6,0
0.0,0.0,10.4,2021-10-03 01:00:00,Hietaniemi,0,0,0,39,10,6,1
0.0,0.0,10.4,2021-10-03 01:00:00,Paloheinä,0,0,0,39,10,6,1
0.0,0.0,10.4,2021-10-03 01:00:00,Pirkkola,0,0,0,39,10,6,1
0.0,0.0,10.1,2021-10-03 02:00:00,Hietaniemi,2,2,0,39,10,6,2
0.0,0.0,10.1,2021-10-03 02:00:00,Paloheinä,1,1,0,39,10,6,2
0.0,0.0,10.1,2021-10-03 02:00:00,Pirkkola,0,0,0,39,10,6,2
0.0,0.0,10.2,2021-10-03 03:00:00,Hietaniemi,13,13,46,39,10,6,3
0.0,0.0,10.2,2021-10-03 03:00:00,Paloheinä,0,0,0,39,10,6,3
0.0,0.0,10.2,2021-10-03 03:00:00,Pirkkola,0,0,0,39,10,6,3
0.0,0.0,9.9,2021-10-03 04:00:00,Hietaniemi,0,0,0,39,10,6,4
0.0,0.0,9.9,2021-10-03 04:00:00,Paloheinä,0,0,0,39,10,6,4
0.0,0.0,9.9,2021-10-03 04:00:00,Pirkkola,1,1,0,39,10,6,4
0.0,0.0,9.8,2021-10-03 05:00:00,Hietaniemi,0,0,0,39,10,6,5
0.0,0.0,9.8,2021-10-03 05:00:00,Paloheinä,0,0,0,39,10,6,5
0.0,0.0,9.8,2021-10-03 05:00:00,Pirkkola,8,8,63,39,10,6,5
0.0,0.0,9.6,2021-10-03 06:00:00,Hietaniemi,0,0,0,39,10,6,6
0.0,0.0,9.6,2021-10-03 06:00:00,Paloheinä,0,0,0,39,10,6,6
0.0,0.0,9.6,2021-10-03 06:00:00,Pirkkola,4,3,9,39,10,6,6
0.0,0.0,9.4,2021-10-03 07:00:00,Hietaniemi,17,17,152,39,10,6,7
0.0,0.0,9.4,2021-10-03 07:00:00,Paloheinä,0,0,0,39,10,6,7
0.0,0.0,9.4,2021-10-03 07:00:00,Pirkkola,0,0,0,39,10,6,7
0.0,0.0,9.0,2021-10-03 08:00:00,Hietaniemi,71,55,603,39,10,6,8
0.0,0.0,9.0,2021-10-03 08:00:00,Paloheinä,54,58,267,39,10,6,8
0.0,0.0,9.0,2021-10-03 08:00:00,Pirkkola,11,10,75,39,10,6,8
0.0,0.0,9.6,2021-10-03 09:00:00,Hietaniemi,62,50,460,39,10,6,9
0.0,0.0,9.6,2021-10-03 09:00:00,Paloheinä,100,83,579,39,10,6,9
0.0,0.0,9.6,2021-10-03 09:00:00,Pirkkola,36,37,201,39,10,6,9
0.0,0.0,10.1,2021-10-03 10:00:00,Hietaniemi,79,70,653,39,10,6,10
0.0,0.0,10.1,2021-10-03 10:00:00,Paloheinä,68,70,316,39,10,6,10
0.0,0.0,10.1,2021-10-03 10:00:00,Pirkkola,104,87,810,39,10,6,10
0.0,0.0,10.6,2021-10-03 11:00:00,Hietaniemi,139,111,1354,39,10,6,11
0.0,0.0,10.6,2021-10-03 11:00:00,Paloheinä,143,119,1009,39,10,6,11
0.0,0.0,10.6,2021-10-03 11:00:00,Pirkkola,59,50,447,39,10,6,11
0.0,0.0,11.1,2021-10-03 12:00:00,Hietaniemi,132,116,1373,39,10,6,12
0.0,0.0,11.1,2021-10-03 12:00:00,Paloheinä,138,109,1037,39,10,6,12
0.0,0.0,11.1,2021-10-03 12:00:00,Pirkkola,84,67,732,39,10,6,12
0.0,0.0,11.7,2021-10-03 13:00:00,Hietaniemi,121,95,996,39,10,6,13
0.0,0.0,11.7,2021-10-03 13:00:00,Paloheinä,82,72,516,39,10,6,13
0.0,0.0,11.7,2021-10-03 13:00:00,Pirkkola,83,78,545,39,10,6,13
0.0,0.0,12.4,2021-10-03 14:00:00,Hietaniemi,207,171,1883,39,10,6,14
0.0,0.0,12.4,2021-10-03 14:00:00,Paloheinä,78,86,268,39,10,6,14
0.0,0.0,12.4,2021-10-03 14:00:00,Pirkkola,90,81,654,39,10,6,14
0.0,0.0,12.9,2021-10-03 15:00:00,Hietaniemi,276,225,2847,39,10,6,15
0.0,0.0,12.9,2021-10-03 15:00:00,Paloheinä,112,98,794,39,10,6,15
0.0,0.0,12.9,2021-10-03 15:00:00,Pirkkola,69,56,521,39,10,6,15
0.0,0.0,13.1,2021-10-03 16:00:00,Hietaniemi,208,187,2029,39,10,6,16
0.0,0.0,13.1,2021-10-03 16:00:00,Paloheinä,174,143,1069,39,10,6,16
0.0,0.0,13.1,2021-10-03 16:00:00,Pirkkola,85,73,655,39,10,6,16
0.0,0.0,12.7,2021-10-03 17:00:00,Hietaniemi,198,147,2336,39,10,6,17
0.0,0.0,12.7,2021-10-03 17:00:00,Paloheinä,122,110,663,39,10,6,17
0.0,0.0,12.7,2021-10-03 17:00:00,Pirkkola,59,46,527,39,10,6,17
0.0,0.0,12.7,2021-10-03 18:00:00,Hietaniemi,126,90,1262,39,10,6,18
0.0,0.0,12.7,2021-10-03 18:00:00,Paloheinä,165,135,1190,39,10,6,18
0.0,0.0,12.7,2021-10-03 18:00:00,Pirkkola,51,45,295,39,10,6,18
0.0,0.0,12.7,2021-10-03 19:00:00,Hietaniemi,143,124,1368,39,10,6,19
0.0,0.0,12.7,2021-10-03 19:00:00,Paloheinä,55,50,336,39,10,6,19
0.0,0.0,12.7,2021-10-03 19:00:00,Pirkkola,58,55,394,39,10,6,19
0.0,0.0,12.4,2021-10-03 20:00:00,Hietaniemi,55,42,400,39,10,6,20
0.0,0.0,12.4,2021-10-03 20:00:00,Paloheinä,60,52,341,39,10,6,20
0.0,0.0,12.4,2021-10-03 20:00:00,Pirkkola,45,37,287,39,10,6,20
0.0,0.0,11.8,2021-10-03 21:00:00,Hietaniemi,20,19,188,39,10,6,21
0.0,0.0,11.8,2021-10-03 21:00:00,Paloheinä,14,13,92,39,10,6,21
0.0,0.0,11.8,2021-10-03 21:00:00,Pirkkola,29,29,178,39,10,6,21
0.0,0.0,11.4,2021-10-03 22:00:00,Hietaniemi,57,34,404,39,10,6,22
0.0,0.0,11.4,2021-10-03 22:00:00,Paloheinä,30,21,148,39,10,6,22
0.0,0.0,11.4,2021-10-03 22:00:00,Pirkkola,44,40,266,39,10,6,22
0.0,0.0,11.3,2021-10-03 23:00:00,Hietaniemi,22,16,218,39,10,6,23
0.0,0.0,11.3,2021-10-03 23:00:00,Paloheinä,3,3,18,39,10,6,23
0.0,0.0,11.3,2021-10-03 23:00:00,Pirkkola,7,5,29,39,10,6,23
0.0,0.0,11.1,2021-10-04 00:00:00,Hietaniemi,1,1,0,40,10,0,0
0.0,0.0,11.1,2021-10-04 00:00:00,Paloheinä,0,0,0,40,10,0,0
0.0,0.0,11.1,2021-10-04 00:00:00,Pirkkola,0,0,0,40,10,0,0
0.0,0.0,10.8,2021-10-04 01:00:00,Hietaniemi,0,0,0,40,10,0,1
0.0,0.0,10.8,2021-10-04 01:00:00,Paloheinä,1,1,0,40,10,0,1
0.0,0.0,10.8,2021-10-04 01:00:00,Pirkkola,1,1,0,40,10,0,1
0.0,0.0,10.6,2021-10-04 02:00:00,Hietaniemi,0,0,0,40,10,0,2
0.0,0.0,10.6,2021-10-04 02:00:00,Paloheinä,0,0,0,40,10,0,2
0.0,0.0,10.6,2021-10-04 02:00:00,Pirkkola,0,0,0,40,10,0,2
0.0,0.0,10.3,2021-10-04 03:00:00,Hietaniemi,1,1,0,40,10,0,3
0.0,0.0,10.3,2021-10-04 03:00:00,Paloheinä,0,0,0,40,10,0,3
0.0,0.0,10.3,2021-10-04 03:00:00,Pirkkola,1,1,0,40,10,0,3
0.0,0.0,10.1,2021-10-04 04:00:00,Hietaniemi,0,0,0,40,10,0,4
0.0,0.0,10.1,2021-10-04 04:00:00,Paloheinä,0,0,0,40,10,0,4
0.0,0.0,10.1,2021-10-04 04:00:00,Pirkkola,0,0,0,40,10,0,4
0.0,0.0,9.7,2021-10-04 05:00:00,Hietaniemi,0,0,0,40,10,0,5
0.0,0.0,9.7,2021-10-04 05:00:00,Paloheinä,1,1,0,40,10,0,5
0.0,0.0,9.7,2021-10-04 05:00:00,Pirkkola,26,20,217,40,10,0,5
0.0,0.0,9.6,2021-10-04 06:00:00,Hietaniemi,27,28,342,40,10,0,6
0.0,0.0,9.6,2021-10-04 06:00:00,Paloheinä,5,5,28,40,10,0,6
0.0,0.0,9.6,2021-10-04 06:00:00,Pirkkola,12,11,99,40,10,0,6
0.0,0.0,9.4,2021-10-04 07:00:00,Hietaniemi,54,35,501,40,10,0,7
0.0,0.0,9.4,2021-10-04 07:00:00,Paloheinä,17,22,68,40,10,0,7
0.0,0.0,9.4,2021-10-04 07:00:00,Pirkkola,65,55,352,40,10,0,7
0.0,0.0,9.3,2021-10-04 08:00:00,Hietaniemi,135,105,1149,40,10,0,8
0.0,0.0,9.3,2021-10-04 08:00:00,Paloheinä,79,65,446,40,10,0,8
0.0,0.0,9.3,2021-10-04 08:00:00,Pirkkola,35,40,156,40,10,0,8
0.0,0.0,9.6,2021-10-04 09:00:00,Hietaniemi,109,86,833,40,10,0,9
0.0,0.0,9.6,2021-10-04 09:00:00,Paloheinä,78,76,446,40,10,0,9
0.0,0.0,9.6,2021-10-04 09:00:00,Pirkkola,45,36,273,40,10,0,9
0.0,0.0,10.1,2021-10-04 10:00:00,Hietaniemi,125,111,1121,40,10,0,10
0.0,0.0,10.1,2021-10-04 10:00:00,Paloheinä,53,51,234,40,10,0,10
0.0,0.0,10.1,2021-10-04 10:00:00,Pirkkola,84,71,813,40,10,0,10
0.0,0.0,10.6,2021-10-04 11:00:00,Hietaniemi,95,90,677,40,10,0,11
0.0,0.0,10.6,2021-10-04 11:00:00,Paloheinä,135,115,890,40,10,0,11
0.0,0.0,10.6,2021-10-04 11:00:00,Pirkkola,71,68,544,40,10,0,11
0.0,0.0,11.4,2021-10-04 12:00:00,Hietaniemi,151,126,1244,40,10,0,12
0.0,0.0,11.4,2021-10-04 12:00:00,Paloheinä,86,77,622,40,10,0,12
0.0,0.0,11.4,2021-10-04 12:00:00,Pirkkola,73,68,611,40,10,0,12
0.0,0.0,11.7,2021-10-04 13:00:00,Hietaniemi,123,117,1069,40,10,0,13
0.0,0.0,11.7,2021-10-04 13:00:00,Paloheinä,49,40,336,40,10,0,13
0.0,0.0,11.7,2021-10-04 13:00:00,Pirkkola,33,28,173,40,10,0,13
0.0,0.0,12.7,2021-10-04 14:00:00,Hietaniemi,101,87,707,40,10,0,14
0.0,0.0,12.7,2021-10-04 14:00:00,Paloheinä,60,51,365,40,10,0,14
0.0,0.0,12.7,2021-10-04 14:00:00,Pirkkola,55,46,588,40,10,0,14
0.0,0.0,13.5,2021-10-04 15:00:00,Hietaniemi,128,123,759,40,10,0,15
0.0,0.0,13.5,2021-10-04 15:00:00,Paloheinä,87,66,503,40,10,0,15
0.0,0.0,13.5,2021-10-04 15:00:00,Pirkkola,20,16,167,40,10,0,15
0.0,0.0,13.5,2021-10-04 16:00:00,Hietaniemi,133,93,1133,40,10,0,16
0.0,0.0,13.5,2021-10-04 16:00:00,Paloheinä,146,131,740,40,10,0,16
0.0,0.0,13.5,2021-10-04 16:00:00,Pirkkola,71,56,605,40,10,0,16
0.0,0.0,13.5,2021-10-04 17:00:00,Hietaniemi,283,218,3818,40,10,0,17
0.0,0.0,13.5,2021-10-04 17:00:00,Paloheinä,131,102,975,40,10,0,17
0.0,0.0,13.5,2021-10-04 17:00:00,Pirkkola,61,59,372,40,10,0,17
0.0,0.0,13.4,2021-10-04 18:00:00,Hietaniemi,339,307,3600,40,10,0,18
0.0,0.0,13.4,2021-10-04 18:00:00,Paloheinä,176,148,1138,40,10,0,18
0.0,0.0,13.4,2021-10-04 18:00:00,Pirkkola,130,94,1512,40,10,0,18
0.0,0.0,13.4,2021-10-04 19:00:00,Hietaniemi,180,154,1799,40,10,0,19
0.0,0.0,13.4,2021-10-04 19:00:00,Paloheinä,119,101,683,40,10,0,19
0.0,0.0,13.4,2021-10-04 19:00:00,Pirkkola,100,79,1181,40,10,0,19
0.0,0.0,13.4,2021-10-04 20:00:00,Hietaniemi,80,63,819,40,10,0,20
0.0,0.0,13.4,2021-10-04 20:00:00,Paloheinä,83,69,591,40,10,0,20
0.0,0.0,13.4,2021-10-04 20:00:00,Pirkkola,63,46,745,40,10,0,20
0.0,0.0,12.7,2021-10-04 21:00:00,Hietaniemi,32,34,132,40,10,0,21
0.0,0.0,12.7,2021-10-04 21:00:00,Paloheinä,27,25,117,40,10,0,21
0.0,0.0,12.7,2021-10-04 21:00:00,Pirkkola,47,36,321,40,10,0,21
0.0,0.0,12.4,2021-10-04 22:00:00,Hietaniemi,21,19,125,40,10,0,22
0.0,0.0,12.4,2021-10-04 22:00:00,Paloheinä,1,1,0,40,10,0,22
0.0,0.0,12.4,2021-10-04 22:00:00,Pirkkola,30,32,159,40,10,0,22
0.0,0.0,12.4,2021-10-04 23:00:00,Hietaniemi,6,4,23,40,10,0,23
0.0,0.0,12.4,2021-10-04 23:00:00,Paloheinä,0,0,0,40,10,0,23
0.0,0.0,12.4,2021-10-04 23:00:00,Pirkkola,7,6,42,40,10,0,23
0.0,0.0,12.3,2021-10-05 00:00:00,Hietaniemi,0,0,0,40,10,1,0
0.0,0.0,12.3,2021-10-05 00:00:00,Paloheinä,1,1,0,40,10,1,0
0.0,0.0,12.3,2021-10-05 00:00:00,Pirkkola,21,19,137,40,10,1,0
0.0,0.0,12.1,2021-10-05 01:00:00,Hietaniemi,0,0,0,40,10,1,1
0.0,0.0,12.1,2021-10-05 01:00:00,Paloheinä,0,0,0,40,10,1,1
0.0,0.0,12.1,2021-10-05 01:00:00,Pirkkola,0,0,0,40,10,1,1
0.0,0.0,12.2,2021-10-05 02:00:00,Hietaniemi,1,1,0,40,10,1,2
0.0,0.0,12.2,2021-10-05 02:00:00,Paloheinä,0,0,0,40,10,1,2
0.0,0.0,12.2,2021-10-05 02:00:00,Pirkkola,0,0,0,40,10,1,2
0.0,0.0,12.1,2021-10-05 03:00:00,Hietaniemi,0,0,0,40,10,1,3
0.0,0.0,12.1,2021-10-05 03:00:00,Paloheinä,0,0,0,40,10,1,3
0.0,0.0,12.1,2021-10-05 03:00:00,Pirkkola,0,0,0,40,10,1,3
0.0,0.0,11.7,2021-10-05 04:00:00,Hietaniemi,0,0,0,40,10,1,4
0.0,0.0,11.7,2021-10-05 04:00:00,Paloheinä,0,0,0,40,10,1,4
