utctimestamp,area,groupId,trackableId,usageMinutes,sets,repetitions
2022-01-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,0,0,0
2022-01-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,2,2,0
2022-01-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,0,0,0
2022-01-01T01:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T01:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,0,0,0
2022-01-01T01:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T01:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,0,0,0
2022-01-01T01:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,0,0,0
2022-01-01T01:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,0,0,0
2022-01-01T02:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T02:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,0,0,0
2022-01-01T02:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T02:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,0,0,0
2022-01-01T02:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,0,0,0
2022-01-01T02:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,0,0,0
2022-01-01T03:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T03:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,0,0,0
2022-01-01T03:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T03:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,0,0,0
2022-01-01T03:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,0,0,0
2022-01-01T03:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,0,0,0
2022-01-01T04:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T04:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,0,0,0
2022-01-01T04:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T04:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,0,0,0
2022-01-01T04:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,0,0,0
2022-01-01T04:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,0,0,0
2022-01-01T05:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T05:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,0,0,0
2022-01-01T05:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T05:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,0,0,0
2022-01-01T05:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,0,0,0
2022-01-01T05:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,0,0,0
2022-01-01T06:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T06:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,0,0,0
2022-01-01T07:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T07:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,1,2,2
2022-01-01T07:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T07:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,1,1,0
2022-01-01T07:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,1,1,0
2022-01-01T07:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,1,1,0
2022-01-01T08:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T08:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,3,3,13
2022-01-01T08:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,3,4,36
2022-01-01T08:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,10,10,24
2022-01-01T08:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,7,7,18
2022-01-01T08:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,4,3,12
2022-01-01T09:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2022-01-01T09:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,9,9,24
2022-01-01T09:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,0,0,0
2022-01-01T09:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,12,12,43
2022-01-01T09:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,0,0,0
