utcdate,area,groupId,trackableId,usageMinutes,sets,repetitions
2023-04-01T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_1,106,99,559
2023-04-01T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_2,116,103,474
2023-04-01T00:00:00.000Z,Hietaniemi,OG23,OG23_Hietaniemi_1,206,158,2560
2023-04-01T00:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,222,161,3057
2023-04-01T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,134,133,582
2023-04-01T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,142,143,448
2023-04-01T00:00:00.000Z,Hietaniemi,OG31,OG31_Hietaniemi_1,149,127,699
2023-04-01T00:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,129,116,575
2023-04-01T00:00:00.000Z,Hietaniemi,OG70,OG70_Hietaniemi_1,82,60,754
2023-04-01T00:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,176,132,2368
2023-04-01T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,125,115,609
2023-04-01T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,18,18,65
2023-04-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,63,51,555
2023-04-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,61,50,688
2023-04-01T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,187,162,858
2023-04-01T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,102,101,326
2023-04-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,88,81,351
2023-04-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,53,54,189
2023-04-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,166,162,701
2023-04-01T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,148,147,645
2023-04-01T00:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,182,142,2159
2023-04-01T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,238,233,1075
2023-04-01T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,0,0,0
2023-04-01T00:00:00.000Z,Pirkkola,OGFA24,OGFA24_Pirkkola,10,9,88
2023-04-01T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,10,10,34
2023-04-02T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_1,53,40,296
2023-04-02T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_2,101,93,621
2023-04-02T00:00:00.000Z,Hietaniemi,OG23,OG23_Hietaniemi_1,133,115,1651
2023-04-02T00:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,197,147,2540
2023-04-02T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,120,122,409
2023-04-02T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,118,109,553
2023-04-02T00:00:00.000Z,Hietaniemi,OG31,OG31_Hietaniemi_1,182,177,919
2023-04-02T00:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,190,176,983
2023-04-02T00:00:00.000Z,Hietaniemi,OG70,OG70_Hietaniemi_1,89,64,1200
2023-04-02T00:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,107,80,1082
2023-04-02T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,110,108,371
2023-04-02T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-04-02T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,58,51,433
2023-04-02T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,65,56,669
2023-04-02T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,105,104,349
2023-04-02T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,67,67,207
2023-04-02T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,116,113,441
2023-04-02T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,66,60,205
2023-04-02T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,97,86,529
2023-04-02T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,130,125,409
2023-04-02T00:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,150,123,1684
2023-04-02T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,232,234,969
2023-04-02T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,0,0,0
2023-04-02T00:00:00.000Z,Pirkkola,OGFA24,OGFA24_Pirkkola,12,10,68
2023-04-02T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,9,7,43
2023-04-03T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_1,98,80,549
2023-04-03T00:00:00.000Z,Hietaniemi,OG10,OG10_Hietaniemi_2,110,91,574
2023-04-03T00:00:00.000Z,Hietaniemi,OG23,OG23_Hietaniemi_1,108,78,1471
2023-04-03T00:00:00.000Z,Hietaniemi,OG24,OG24_Hietaniemi_1,193,142,2418
2023-04-03T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_1,122,108,560
2023-04-03T00:00:00.000Z,Hietaniemi,OG30,OG30_Hietaniemi_2,90,88,365
2023-04-03T00:00:00.000Z,Hietaniemi,OG31,OG31_Hietaniemi_1,124,109,604
2023-04-03T00:00:00.000Z,Hietaniemi,OG41,OG41_Hietaniemi_1,161,150,836
2023-04-03T00:00:00.000Z,Hietaniemi,OG70,OG70_Hietaniemi_1,83,66,928
2023-04-03T00:00:00.000Z,Hietaniemi,OG80,OG80_Hietaniemi_1,110,80,1034
2023-04-03T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,126,118,489
2023-04-03T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,0,0,0
2023-04-03T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,66,55,562
2023-04-03T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,109,95,1313
2023-04-03T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,154,158,613
2023-04-03T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,133,135,485
2023-04-03T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,122,119,537
