utcdate,area,groupId,trackableId,usageMinutes,sets,repetitions
2022-08-01T00:00:00.000Z,Hietaniemi,OG10,OG10_10268,325,278,1802
2022-08-01T00:00:00.000Z,Hietaniemi,OG23,OG23_10270,362,296,4972
2022-08-01T00:00:00.000Z,Hietaniemi,OG24,OG24_10278,427,314,7686
2022-08-01T00:00:00.000Z,Hietaniemi,OG30,OG30_10282,0,0,0
2022-08-01T00:00:00.000Z,Hietaniemi,OG31,OG31_10294,354,310,2014
2022-08-01T00:00:00.000Z,Hietaniemi,OG41,OG41_10273,356,313,2491
2022-08-01T00:00:00.000Z,Hietaniemi,OG70,OG70_10250,342,292,3314
2022-08-01T00:00:00.000Z,Hietaniemi,OG80,OG80_10298,345,271,5330
2022-08-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,234,187,3058
2022-08-01T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,191,159,2177
2022-08-01T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,315,309,1145
2022-08-01T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,181,163,994
2022-08-01T00:00:00.000Z,Pirkkola,OG24,OG24_Pirkkola,65,59,608
2022-08-01T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,424,379,2685
2022-08-01T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,311,306,1875
2022-08-01T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,61,61,172
2022-08-02T00:00:00.000Z,Hietaniemi,OG10,OG10_10268,388,325,1945
2022-08-02T00:00:00.000Z,Hietaniemi,OG23,OG23_10270,415,337,5700
2022-08-02T00:00:00.000Z,Hietaniemi,OG24,OG24_10278,506,386,9181
2022-08-02T00:00:00.000Z,Hietaniemi,OG30,OG30_10282,0,0,0
2022-08-02T00:00:00.000Z,Hietaniemi,OG31,OG31_10294,431,404,2229
2022-08-02T00:00:00.000Z,Hietaniemi,OG41,OG41_10273,410,376,2109
2022-08-02T00:00:00.000Z,Hietaniemi,OG70,OG70_10250,395,280,3581
2022-08-02T00:00:00.000Z,Hietaniemi,OG80,OG80_10298,390,265,6820
2022-08-02T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,273,229,3616
2022-08-02T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,227,184,2852
2022-08-02T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,323,352,1000
2022-08-02T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,200,180,973
2022-08-02T00:00:00.000Z,Pirkkola,OG24,OG24_Pirkkola,41,33,401
2022-08-02T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,450,386,2920
2022-08-02T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,316,295,1711
2022-08-02T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,55,51,205
2022-08-03T00:00:00.000Z,Hietaniemi,OG10,OG10_10268,458,412,2361
2022-08-03T00:00:00.000Z,Hietaniemi,OG23,OG23_10270,396,303,5505
2022-08-03T00:00:00.000Z,Hietaniemi,OG24,OG24_10278,509,348,9101
2022-08-03T00:00:00.000Z,Hietaniemi,OG30,OG30_10282,0,0,0
