utcdate,area,groupId,trackableId,usageMinutes,sets,repetitions
2024-08-26T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,18,14,67
2024-08-26T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,166,139,821
2024-08-26T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,202,162,2096
2024-08-26T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_2,97,82,1114
2024-08-26T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_1,279,296,929
2024-08-26T00:00:00.000Z,Paloheinä,OG30,OG30_Paloheina_2,272,286,1296
2024-08-26T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_1,224,203,1094
2024-08-26T00:00:00.000Z,Paloheinä,OG41,OG41_Paloheina_2,190,175,784
2024-08-26T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_1,95,87,390
2024-08-26T00:00:00.000Z,Pirkkola,OG10,OG10_Pirkkola_2,155,153,722
2024-08-26T00:00:00.000Z,Pirkkola,OG12,OG12_Pirkkola,290,281,1267
2024-08-26T00:00:00.000Z,Pirkkola,OG22,OG22_Pirkkola,195,170,2505
2024-08-26T00:00:00.000Z,Pirkkola,OG23,OG23_Pirkkola,299,252,4924
2024-08-26T00:00:00.000Z,Pirkkola,OG24,OG24_Pirkkola,463,353,6495
2024-08-26T00:00:00.000Z,Pirkkola,OG26,OG26_Pirkkola,160,120,3357
2024-08-26T00:00:00.000Z,Pirkkola,OG30,OG30_Pirkkola,316,292,1376
2024-08-26T00:00:00.000Z,Pirkkola,OG41,OG41_Pirkkola,276,274,984
2024-08-26T00:00:00.000Z,Pirkkola,OG72,OG72_Pirkkola,334,270,2990
2024-08-26T00:00:00.000Z,Pirkkola,OG85,OG85_Pirkkola,45,42,328
2024-08-26T00:00:00.000Z,Pirkkola,OG92,OG92_Pirkkola,376,314,5572
2024-08-26T00:00:00.000Z,Pirkkola,OGFA24,OGFA24_Pirkkola,21,14,271
2024-08-26T00:00:00.000Z,Pirkkola,OGFA41,OGFA41_Pirkkola,15,14,28
2024-08-27T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_1,123,109,745
2024-08-27T00:00:00.000Z,Paloheinä,OG10,OG10_Paloheina_2,132,112,720
2024-08-27T00:00:00.000Z,Paloheinä,OG23,OG23_Paloheina_1,230,191,2725
